,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
3454,Wonderful You,Jimmie Rodgers,16200,7,3455,536,6043,Rock,
5864,Forever,Mercy,7534,5,5865,534,6044,Rock,
1251,Keep The Ball Rollin',Jay And The Techniques,21716,12,1252,533,6046,Rock,
3772,The Fish,Bobby Rydell,15558,7,3773,533,6047,Rock,
7728,Sing Along With Me,Tommy Roe,910,1,7729,525,6055,Rock,
4952,Bad Misunderstanding,The Critters,11860,6,4953,522,6059,Rock,
415,And The Grass Won't Pay No Mind,Mark Lindsay,26318,12,416,520,6064,Rock,
2893,Proud,Johnny Crawford,17412,8,2894,519,6065,Rock,
342,Groovy Grubworm,Harlow Wilcox and the Oakies,27168,12,343,519,6066,Rock,
2998,In The Midnight Hour,The Mirettes,17140,7,2999,518,6067,Rock,
5894,She Drives Me Out Of My Mind,The Swingin' Medallions,7384,5,5895,515,6070,Rock,
1054,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,22442,13,1055,514,6071,Rock,
7040,Tuxedo Junction,Frankie Avalon,2302,2,7041,514,6072,Rock,
5065,Break Out,Mitch Ryder And The Detroit Wheels,11412,5,5066,506,6085,Rock,
6877,Baby Elephant Walk,The Miniature Men,2826,4,6878,503,6091,Rock,
3206,Groovy Baby,Billy Abbott And The Jewels,16674,8,3207,502,6094,Rock,
7689,Shortnin' Bread,The Bell Notes,960,2,7690,499,6098,Rock,
3710,A Little You,Freddie And The Dreamers,15678,7,3711,499,6099,Rock,
7487,Don't Mention My Name,The Shepherd Sisters,1316,2,7488,498,6102,Rock,
179,Torquay,Fireballs,30156,13,180,496,6104,Rock,
5303,Winchester Cathedral,Dana Rollin,10524,6,5304,496,6105,Rock,
7167,Copy Cat,Gary U.S. Bonds,1966,3,7168,495,6106,Rock,
4196,Lazy Elsie Molly,Chubby Checker,14316,7,4197,493,6111,Rock,
6646,The Jitterbug,The Dovells,3746,3,6647,493,6112,Rock,
8213,I Don't Need You Anymore,The Teddy Bears,294,1,8214,492,6113,Rock,
5731,Little Miss Sad,The Five Emprees,8302,6,5732,491,6115,Rock,
7386,Record Hop Blues,The Quarter Notes,1558,1,7387,489,6122,Rock,
2290,Today's Teardrops,Rick Nelson,18722,9,2291,488,6124,Rock,
5828,When You Dance,Jay & The Americans,7752,5,5829,488,6125,Rock,
5833,"You, Me And Mexico",Edward Bear,7710,4,5834,486,6130,Rock,
7851,No One Better Than You,Petula Clark,744,1,7852,484,6132,Rock,
5332,Carol,Tommy Roe,10396,6,5333,482,6135,Rock,
5353,Ridin' The Wind,The Tornadoes,10312,5,5354,471,6148,Rock,
4879,Have Mercy Baby,The Bobbettes,12158,8,4880,469,6153,Rock,
2027,Ebb Tide,Lenny Welch,19316,9,2028,467,6155,Rock,
3669,Sherry Don't Go,The Lettermen,15780,8,3670,465,6157,Rock,
4203,Katy Too,Johnny Cash And The Tennessee Two,14300,8,4204,464,6159,Rock,
7307,Let's Call It A Day Girl,Bobby Vee,1656,2,7308,464,6162,Rock,
7556,Come In Stranger,Johnny Cash And The Tennessee Two,1218,1,7557,463,6163,Rock,
1390,Johnny Jingo,Hayley Mills,21226,11,1391,461,6165,Rock,
7411,I'll Never Stop Wanting You,Brian Hyland,1494,1,7412,459,6169,Rock,
4968,Got The Feeling,Fabian,11794,5,4969,458,6171,Rock,
7272,Mary Ann Thomas,Bobby Freeman,1734,2,7273,458,6172,Rock,
7464,I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,1360,1,7465,456,6176,Rock,
7376,Come On Over,The Strollers,1568,2,7377,456,6179,Rock,
3431,"I'm Comin' Home, Cindy",Trini Lopez,16248,7,3432,455,6182,Rock,
2689,Some Day We're Gonna Love Again,The Searchers,17916,8,2690,453,6185,Rock,
5460,If I Should Lose You,Dreamlovers,9754,5,5461,453,6186,Rock,
538,"Shame, Shame",Magic Lanterns,25226,12,539,452,6187,Rock,
1069,My Summer Love,Ruby And The Romantics,22384,11,1070,449,6191,Rock,
5087,Congratulations,Rick Nelson,11344,5,5088,446,6194,Rock,
6515,I Need You,Rick Nelson,4240,4,6516,445,6196,Rock,
1987,T.L.C. Tender Love And Care,Jimmie Rodgers,19440,10,1988,442,6201,Rock,
8160,Pretend You Don't See Her,Bobby Vee,388,1,8161,440,6203,Rock,
6929,Straight A's In Love,Johnny Cash And The Tennessee Two,2646,2,6930,440,6204,Rock,
5237,Hung Up In Your Eyes,Brian Hyland,10784,5,5238,437,6211,Rock,
7817,What Will I Tell My Heart,The Harptones,774,2,7818,436,6214,Rock,
1951,It Only Happened Yesterday,Jack Scott,19562,9,1952,434,6217,Rock,
3387,(Native Girl) Elephant Walk,Donald Jenkins & The Delighters,16316,8,3388,430,6220,Rock,
7770,Girl In My Dreams,The Capris,828,1,7771,430,6221,Rock,
7897,Music Music Music,The Happenings,678,2,7898,429,6226,Rock,
4438,I Got A Woman,Rick Nelson,13630,6,4439,428,6227,Rock,
2510,Twistin' U.S.A.,Danny & The Juniors,18256,9,2511,426,6229,Rock,
259,I Understand (Just How You Feel),The G-Clefs,28400,16,260,425,6232,Rock,
7299,Aladdin,Bobby Curtola,1672,3,7300,421,6235,Rock,
3972,Brass Buttons,The String-A-Longs,15014,7,3973,419,6238,Rock,
7119,Send My Baby Back,Freddie Hughes,2102,6,7120,415,6245,Rock,
4930,Pin A Medal On Joey,James Darren,11954,6,4931,415,6246,Rock,
220,Utopia,Frank Gari,29204,14,221,414,6248,Rock,
960,Everyday With You Girl,Classics IV Featuring Dennis Yost,22854,11,961,409,6253,Rock,
6304,Besame Mucho (Part I),The Coasters,5138,3,6305,408,6255,Rock,
3268,Break Away (From That Boy),The Newbeats,16536,7,3269,408,6256,Rock,
5538,No,Dodie Stevens,9326,8,5539,403,6269,Rock,
4577,Betty In Bermudas,The Dovells,13210,7,4578,403,6270,Rock,
6992,Tell Someone You Love Them,"Dino, Desi & Billy",2448,4,6993,401,6278,Rock,
4420,Midnight Oil,Charlie Blackwell,13690,9,4421,396,6287,Rock,
2767,We're All Playing In The Same Band,Bert Sommer,17690,8,2768,395,6288,Rock,
2695,Spread It On Thick,The Gentrys,17890,8,2696,394,6291,Rock,
4262,Why Do Fools Fall In Love,The Happenings,14132,6,4263,393,6293,Rock,
5855,A Miracle,Frankie Avalon,7558,6,5856,393,6294,Rock,
7840,Ebb Tide,Bobby Freeman,744,1,7841,392,6295,Rock,
6027,Daydreams,Johnny Crawford,6674,4,6028,392,6296,Rock,
6568,Me About You,The Mojo Men,4066,3,6569,392,6297,Rock,
3152,American Boys,Petula Clark,16790,8,3153,391,6299,Rock,
7107,Are You Sincere,Trini Lopez,2134,3,7108,391,6301,Rock,
2701,Step Out Of Your Mind,The American Breed,17868,9,2702,387,6306,Rock,
2733,Can't You See Me Cry,The New Colony Six,17790,8,2734,387,6307,Rock,
5543,Tennessee Waltz,Jerry Fuller,9308,6,5544,385,6314,Rock,
4172,Bucket T,Ronny And The Daytonas,14374,7,4173,384,6315,Rock,
5029,Tea For Two,Nino Tempo & April Stevens,11532,5,5030,383,6316,Rock,
3641,It's Just About Time,Johnny Cash And The Tennessee Two,15840,7,3642,382,6320,Rock,
6666,Try The Impossible,Lee Andrews And The Hearts,3664,2,6667,376,6330,Rock,
1727,I Understand (Just How You Feel),Freddie And The Dreamers,20170,9,1728,375,6335,Rock,
482,As Time Goes By,Johnny Nash,25670,11,483,375,6336,Rock,
3501,The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,16098,7,3502,374,6342,Rock,
4168,Angel,Johnny Tillotson,14390,7,4169,374,6345,Rock,
7162,The Purple People Eater Meets The Witch Doctor,Joe South,1978,2,7163,373,6346,Rock,
2553,Give A Damn,Spanky And Our Gang,18158,8,2554,373,6347,Rock,
3334,Everybody Monkey,Freddy Cannon,16416,7,3335,372,6348,Rock,
6071,Stranded In The Middle Of Noplace,The Righteous Brothers,6504,4,6072,371,6354,Rock,
7910,Dooley,The Olympics,658,1,7911,370,6356,Rock,
1531,Walk -- Don't Run,The Ventures,20750,18,1532,370,6358,Rock,
6720,I'm Gonna Love You,The Intrigues,3426,3,6721,363,6371,Rock,
2533,Somewhere,Len Barry,18208,8,2534,362,6374,Rock,
5584,What's Gonna Happen When Summer's Done,Freddy Cannon,9106,4,5585,359,6380,Rock,
5624,My Block,The Four Pennies,8868,5,5625,359,6382,Rock,
6779,Night Train,The Viscounts,3196,5,6780,357,6385,Rock,
4623,I May Not Live To See Tomorrow,Brian Hyland,13066,7,4624,356,6386,Rock,
5848,"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,7610,4,5849,355,6389,Rock,
8003,Private Eye,The Olympics,570,1,8004,354,6390,Rock,
6141,Tomorrow Never Comes,B.J. Thomas,6000,5,6142,352,6392,Rock,
3074,Teen Age Idol,Rick Nelson,16940,11,3075,350,6398,Rock,
5165,She's Got Everything,The Essex Featuring Anita Humes,11046,5,5166,350,6399,Rock,
5605,Run Sally Run,The Cuff Links,8992,6,5606,349,6401,Rock,
7838,Doin' The Continental Walk,Danny & The Juniors,744,1,7839,344,6410,Rock,
1466,If I Had A Girl,Rod Lauren,20934,10,1467,338,6421,Rock,
5653,Sippin' 'N Chippin',The T-Bones,8756,5,5654,335,6423,Rock,
3977,She Lets Her Hair Down (Early In The Morning),The Tokens,14984,7,3978,332,6425,Rock,
8158,One More Tear,The Raindrops,388,1,8159,330,6428,Rock,
122,Wiggle Wobble,Les Cooper and the Soul Rockers,31698,16,123,330,6430,Rock,
8068,One Piece Topless Bathing Suit,The Rip Chords,480,1,8069,328,6434,Rock,
6751,Desafinado (Slightly Out Of Tune),Pat Thomas,3288,2,6752,328,6436,Rock,
6937,Who Else But You,Frankie Avalon,2626,2,6938,327,6439,Rock,
652,Model Girl,Johnny Maestro,24456,12,653,324,6444,Rock,
8315,The Magic Of Our Summer Love,The Tymes,198,1,8316,323,6447,Rock,
7058,"Teasable, Pleasable You",Buddy Knox,2270,2,7059,320,6449,Rock,
6121,That's How Much,Brian Hyland,6142,4,6122,320,6451,Rock,
1286,Teach Me Tonight,George Maharis,21558,11,1287,319,6453,Rock,
6676,Stranger In Your Arms,Bobby Vee,3612,3,6677,319,6455,Rock,
8306,She's My Girl,Bobby Shafto,198,1,8307,316,6458,Rock,
4126,Hide & Seek,The Sheep,14526,7,4127,314,6461,Rock,
7606,"Jailer, Bring Me Water",Trini Lopez,1138,2,7607,314,6462,Rock,
2249,Evol-Not Love,The Five Americans,18836,9,2250,313,6463,Rock,
6401,The Old Oaken Bucket,Tommy Sands,4748,4,6402,312,6464,Rock,
1226,My Coloring Book,Sandy Stewart,21792,10,1227,312,6465,Rock,
1476,Why Do Lovers Break Each Other's Heart?,Bob B. Soxx And The Blue Jeans,20904,9,1477,310,6472,Rock,
2252,Make Believe,Wind,18830,9,2253,310,6473,Rock,
5105,Our Everlasting Love,Ruby And The Romantics,11286,6,5106,309,6475,Rock,
7181,Hear The Bells,The Tokens,1910,4,7182,308,6477,Rock,
4694,Brenda,The Cupids,12838,6,4695,307,6484,Rock,
1740,One Has My Name (The Other Has My Heart),Barry Young,20140,11,1741,305,6488,Rock,
7235,Memphis,Donnie Brooks,1818,2,7236,305,6489,Rock,
6613,Happy Times (Are Here To Stay),Tony Orlando,3860,3,6614,304,6491,Rock,
4314,Make Me Forget,Bobby Rydell,13962,6,4315,301,6499,Rock,
7899,You Can Have Him,Timi Yuro,678,2,7900,300,6501,Rock,
2575,How Is Julie?,The Lettermen,18126,8,2576,299,6502,Rock,
7161,It Won't Be This Way (Always),The King Pins,1978,2,7162,296,6504,Rock,
5143,Our World,Johnny Tillotson,11116,6,5144,294,6507,Rock,
5160,Hey-Da-Da-Dow,The Dolphins,11054,7,5161,294,6508,Rock,
4293,Roll Over Beethoven,The Velaires,14020,7,4294,294,6509,Rock,
1977,Rhythm Of The Rain,Gary Lewis And The Playboys,19458,12,1978,293,6515,Rock,
5433,I Can't Quit Her,The Arbors,9896,5,5434,292,6520,Rock,
845,Ginnie Bell,Paul Dino,23462,12,846,290,6523,Rock,
6935,My Buddy Seat,The Hondells,2626,4,6936,289,6527,Rock,
8061,Like Columbus Did,The Reflections,480,1,8062,289,6528,Rock,
2105,Patti Ann,Johnny Crawford,19168,9,2106,289,6529,Rock,
5647,I Was Such A Fool (To Fall In Love With You),The Flamingos,8774,5,5648,288,6532,Rock,
6252,Reach Out,Merrilee Rush,5432,4,6253,288,6533,Rock,
1056,Oh Well - Pt. I,Fleetwood Mac,22430,10,1057,287,6534,Rock,
5706,Graduation Day,The Arbors,8426,4,5707,286,6537,Rock,
5030,Joy,Mitch Ryder,11528,6,5031,286,6539,Rock,
7619,Kissin' And Twistin',Fabian,1108,2,7620,286,6541,Rock,
4218,Kathy-O,The Diamonds,14272,7,4219,286,6542,Rock,
6322,Painter,Lou Christie,5062,5,6323,286,6543,Rock,
6451,I Call My Baby Candy,The Jaggerz,4572,3,6452,285,6547,Rock,
6974,Hey Little One,J. Frank Wilson and The Cavaliers,2504,2,6975,284,6548,Rock,
7927,Sad Tomorrows,Trini Lopez,658,1,7928,284,6551,Rock,
296,High School U.S.A.,Tommy Facenda,27800,13,297,284,6552,Rock,
7522,Late Date,The Parkays,1266,2,7523,282,6556,Rock,
6142,Baby Come Home,Ruby And The Romantics,6000,4,6143,281,6561,Rock,
7688,Mean Old World,Rick Nelson,960,2,7689,279,6567,Rock,
2729,Magic Moon (Clair De Lune),The Rays,17806,8,2730,279,6569,Rock,
7149,No Arms Can Ever Hold You,Bobby Vinton,1982,4,7150,278,6571,Rock,
7041,Blue Velvet,The Statues,2296,3,7042,276,6578,Rock,
4677,Too Many Fish In The Sea & Three Little Fishes,Mitch Ryder And The Detroit Wheels,12902,6,4678,275,6579,Rock,
3006,Worried Guy,Johnny Tillotson,17122,7,3007,274,6583,Rock,
7421,Still,The Sunrays,1488,2,7422,274,6584,Rock,
6758,Heart Breaker,Dean Christie,3266,4,6759,273,6589,Rock,
7682,7:30 Guided Tour,The Five Americans,960,2,7683,270,6593,Rock,
2681,Suzie Q. (Part One),Creedence Clearwater Revival,17928,12,2682,270,6594,Rock,
4052,New Mexican Rose,The 4 Seasons,14770,7,4053,269,6596,Rock,
7473,Sweet Sweetheart,Bobby Vee,1344,3,7474,267,6602,Rock,
4250,That's All,Rick Nelson,14166,6,4251,266,6606,Rock,
917,Tall Paul,Annette With The Afterbeats,23068,15,918,265,6610,Rock,
7716,Daddy's Home,Chuck Jackson & Maxine Brown,910,1,7717,265,6611,Rock,
2944,The Days Of Sand And Shovels,Bobby Vinton,17256,8,2945,264,6612,Rock,
3321,Put Your Mind At Ease,Every Mothers' Son,16436,7,3322,263,6613,Rock,
3012,And That Reminds Me (My Heart Reminds Me),The 4 Seasons,17112,7,3013,263,6614,Rock,
7006,Bullwhip Rock,Cyclones,2404,2,7007,261,6617,Rock,
4233,Be Mad Little Girl,Bobby Darin,14206,7,4234,259,6623,Rock,
5750,Time Machine,Dante and the Evergreens,8200,6,5751,258,6625,Rock,
1754,Turn Around,Dick and DeeDee,20104,9,1755,255,6632,Rock,
2551,"God, Love And Rock & Roll",Teegarden & Van Winkle,18172,9,2552,254,6633,Rock,
3873,Chapel In The Moonlight,The Bachelors,15334,7,3874,254,6638,Rock,
6615,Church Street Soul Revival,Tommy James,3850,2,6616,251,6642,Rock,
4394,Book Of Love,The Raindrops,13758,7,4395,250,6646,Rock,
5417,Yesterday's Gone,The Overlanders,9978,7,5418,249,6656,Rock,
6719,Does He Really Care For Me,Ruby And The Romantics,3426,3,6720,246,6661,Rock,
1867,Please Don't Go,Ral Donner,19786,9,1868,246,6662,Rock,
6367,My Dream Come True,Jack Scott,4888,4,6368,246,6663,Rock,
3516,Rags To Riches,Sunny & The Sunliners,16086,7,3517,245,6664,Rock,
5723,The Revolution Kind,Sonny,8328,4,5724,242,6671,Rock,
6158,Sincerely,The 4 Seasons,5898,4,6159,240,6672,Rock,
5639,"Love Is Me, Love Is You",Connie Francis,8818,6,5640,238,6680,Rock,
5929,It Hurts Me,Bobby Goldsboro,7204,5,5930,237,6684,Rock,
5636,Cindy's Gonna Cry,Johnny Crawford,8826,7,5637,236,6685,Rock,
5240,Glad She's A Woman,Bobby Goldsboro,10776,6,5241,235,6687,Rock,
4018,"He's Mine (I Love Him, I Love Him, I Love Him)",Alice Wonder Land,14866,7,4019,233,6691,Rock,
1823,Younger Girl,The Hondells,19908,9,1824,232,6694,Rock,
5317,Don't Do It,Micky Dolenz,10466,6,5318,227,6708,Rock,
5998,Are You Getting Any Sunshine?,Lou Christie,6838,4,5999,226,6710,Rock,
2841,Mary's Little Lamb,James Darren,17514,8,2842,226,6712,Rock,
3662,Yesterday And You (Armen's Theme),Bobby Vee,15790,7,3663,225,6714,Rock,
6011,Back In The U.S.S.R.,Chubby Checker,6764,5,6012,224,6716,Rock,
6003,"Something Old, Something New",Paul and Paula,6814,5,6004,223,6717,Rock,
5976,If You Wait For Love,Bobby Goldsboro,6974,5,5977,223,6718,Rock,
6235,Together,The Illusion,5524,4,6236,222,6721,Rock,
6190,Roundabout,Connie Francis,5718,4,6191,222,6722,Rock,
4128,Goodbye Baby (I Don't Want To See You Cry),Tommy Boyce & Bobby Hart,14514,6,4129,221,6723,Rock,
5444,Beach Time,Roger Smith,9826,8,5445,221,6725,Rock,
7887,Talk About Love,Adam Faith,682,2,7888,220,6727,Rock,
3044,Good Old Rock 'N Roll,Cat Mother & the All Night News Boys,17028,8,3045,220,6733,Rock,
5643,First Day Back At School,Paul and Paula,8786,4,5644,218,6738,Rock,
6334,"Top Forty, News, Weather And Sports",Mark Dinning,5024,6,6335,217,6740,Rock,
4319,Day For Decision,Johnny Sea,13948,6,4320,214,6750,Rock,
5667,Tears From An Angel,Troy Shondell,8664,6,5668,214,6752,Rock,
4061,"Oh, Pretty Woman",Roy Orbison And The Candy Men,14746,15,4062,214,6753,Rock,
1224,Forever,Pete Drake And His Talking Steel Guitar,21808,11,1225,213,6755,Rock,
2948,I Could Never Lie To You,The New Colony Six,17248,8,2949,213,6756,Rock,
3379,Jill,Gary Lewis And The Playboys,16344,7,3380,213,6757,Rock,
4432,For Mama (La Mamma),Connie Francis,13650,6,4433,211,6760,Rock,
3090,(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats,16914,7,3091,210,6761,Rock,
6170,Boogie Bear,Boyd Bennett,5820,4,6171,210,6763,Rock,
5679,I Just Don't Know What To Do With Myself,Gary Puckett,8612,4,5680,206,6769,Rock,
2569,Ain't That A Shame!,The 4 Seasons,18138,9,2570,206,6771,Rock,
6523,Little Pedro,The Olympics,4194,4,6524,205,6773,Rock,
6913,I'd Rather Be Here In Your Arms,The Duprees,2690,4,6914,204,6776,Rock,
5996,Little Eeefin Annie,Joe Perkins,6848,5,5997,204,6777,Rock,
4897,T'ain't Nothin' To Me,The Coasters,12094,6,4898,204,6778,Rock,
5457,Can You Feel It,Bobby Goldsboro,9778,6,5458,204,6780,Rock,
5144,I Want You To Know,The New Colony Six,11110,6,5145,203,6782,Rock,
1753,Don't Get Around Much Anymore,The Belmonts,20106,9,1754,201,6787,Rock,
1813,New Orleans,U.S. Bonds,19956,14,1814,201,6789,Rock,
6028,Lose Her,Bobby Rydell,6674,4,6029,200,6794,Rock,
6459,It's Your Life,Andy Kim,4538,4,6460,199,6797,Rock,
6985,It's That Time Of The Year,Len Barry,2478,3,6986,197,6802,Rock,
6659,Almost In Your Arms,Johnny Nash,3690,4,6660,196,6804,Rock,
6106,Fancy Nancy,Skip And Flip,6240,5,6107,195,6811,Rock,
7550,Pony With The Golden Mane,Every Mothers' Son,1224,2,7551,194,6812,Rock,
7630,Boogie Woogie,B. Bumble & The Stingers,1068,1,7631,193,6815,Rock,
355,First Anniversary,Cathy Carr,27024,12,356,192,6816,Rock,
473,Village Of Love,Nathaniel Mayer And The Fabulous Twilights,25738,12,474,189,6823,Rock,
7250,Yesterday's Rain,Spanky And Our Gang,1798,3,7251,189,6825,Rock,
4430,Love Me With All Of Your Heart,The Bachelors,13652,6,4431,188,6826,Rock,
2753,Cinderella,Jack Ross,17720,9,2754,188,6830,Rock,
3908,Number One Man,Bruce Channel,15210,7,3909,187,6834,Rock,
6602,Groovy Tonight,Bobby Rydell,3908,2,6603,186,6839,Rock,
7403,Here Comes The Boy,Tracey Dey,1518,3,7404,184,6847,Rock,
5666,My Daddy Is President,Little Jo Ann,8682,5,5667,184,6848,Rock,
4226,I've Gotta Make You Love Me,Steam,14236,7,4227,183,6849,Rock,
6088,Dancin' Holiday,The Olympics,6384,6,6089,183,6852,Rock,
4705,Ruby Duby Du From Key Witness,Charles Wolcott,12776,7,4706,183,6853,Rock,
3818,When You Loved Me,Brenda Lee,15468,7,3819,182,6855,Rock,
529,Billy And Sue,B.J. Thomas And The Triumphs,25290,11,530,182,6856,Rock,
2029,Traces/Memories Medley,The Lettermen,19314,8,2030,182,6858,Rock,
1328,I Sold My Heart To The Junkman,The Blue-Belles,21424,11,1329,180,6859,Rock,
7184,No Regrets,Jimmy Barnes,1900,2,7185,179,6861,Rock,
2041,I Just Wanna Keep It Together,Paul Davis,19286,9,2042,179,6862,Rock,
6863,"Ready, Willing and Able",The American Breed,2888,3,6864,178,6864,Rock,
7018,Rockin' Crickets,Rockin' Rebels,2374,4,7019,174,6877,Rock,
7090,Have You Ever Been Lonely (Have You Ever Been Blue),The Caravelles,2180,4,7091,172,6883,Rock,
7237,"True, True Love",Frankie Avalon,1818,2,7238,172,6884,Rock,
6381,Roly Poly,Joey Dee & the Starliters,4860,3,6382,172,6885,Rock,
311,That's Where I Went Wrong,The Poppy Family (Featuring Susan Jacks),27584,13,312,172,6886,Rock,
5997,Did You Ever,The Hullaballoos,6838,6,5998,169,6893,Rock,
7454,Cookin',Al Casey Combo,1398,2,7455,169,6894,Rock,
7661,A Little Feeling (Called Love),Jack Scott,1010,2,7662,166,6901,Rock,
5319,Summer Souvenirs,"Karl Hammel, Jr.",10456,8,5320,164,6908,Rock,
6896,Everything Is Going To Be Alright,Teegarden & Van Winkle,2746,3,6897,164,6910,Rock,
2966,Sunday Mornin',Spanky And Our Gang,17210,8,2967,163,6914,Rock,
2196,Peppermint Twist - Part I,Joey Dee & the Starliters,18944,18,2197,163,6916,Rock,
6251,Everyday I Have To Cry,The Gentrys,5434,5,6252,161,6925,Rock,
5687,Just Let It Come,Alive 'N Kickin',8554,5,5688,160,6929,Rock,
8121,Make Believe Wedding,The Castells,394,2,8122,160,6930,Rock,
7150,A Friend In The City,Andy Kim,1980,2,7151,158,6934,Rock,
5170,Skokiaan (South African Song),Bill Haley And His Comets,11022,6,5171,157,6935,Rock,
6219,If You Don't Want My Lovin',"Carl Dobkins, Jr.",5584,3,6220,156,6939,Rock,
8144,Hail To The Conquering Hero,James Darren,388,1,8145,155,6940,Rock,
6343,Lip Sync (To The Tongue Twisters),Len Barry,4998,4,6344,155,6941,Rock,
7932,Time Alone Will Tell,Connie Francis,658,1,7933,155,6942,Rock,
468,(I'll Be With You In) Apple Blossom Time,Tab Hunter,25778,11,469,154,6943,Rock,
7320,Why (Doncha Be My Girl),The Chartbusters,1656,2,7321,152,6947,Rock,
4357,Girls In Love,Gary Lewis And The Playboys,13850,6,4358,152,6950,Rock,
7545,Shake Hands (And Come Out Crying),The Newbeats,1224,3,7546,151,6952,Rock,
6706,A Million To One,Brian Hyland,3486,5,6707,151,6953,Rock,
4828,I Lost My Baby,Joey Dee,12324,7,4829,150,6955,Rock,
6427,Gas Lamps And Clay,Blues Image,4658,4,6428,149,6960,Rock,
7365,Since I Made You Cry,The Rivieras,1588,3,7366,146,6965,Rock,
7359,Kokomo,The Flamingos,1602,3,7360,146,6967,Rock,
7527,My Foolish Heart,The Demensions,1252,3,7528,146,6968,Rock,
2138,Till Death Do Us Part,Bob Braun,19072,10,2139,145,6975,Rock,
7338,Judy Loves Me,Johnny Crawford,1620,3,7339,144,6977,Rock,
6509,Anyway That You Want Me,The American Breed,4260,4,6510,144,6980,Rock,
7863,Where Did The Good Times Go,Dick and DeeDee,744,1,7864,143,6983,Rock,
6139,Wabash Blues,The Viscounts,6024,7,6140,143,6984,Rock,
3875,Bobby,Neil Scott,15332,8,3876,142,6987,Rock,
967,Which Way You Goin' Billy?,The Poppy Family (Featuring Susan Jacks),22828,17,968,142,6988,Rock,
7938,(I Remember) Summer Morning,Vanity Fare,588,2,7939,141,6989,Rock,
6319,No Not Much,The Smoke Ring,5078,4,6320,140,6993,Rock,
6908,The Things In This House,Bobby Darin,2706,3,6909,140,6995,Rock,
6431,Baby's Gone,Gene Thomas,4646,5,6432,140,6996,Rock,
5778,I Feel Good (I Feel Bad),The Lewis & Clarke Expedition,8044,4,5779,138,7003,Rock,
4627,Baby You're So Fine,Mickey & Sylvia,13062,6,4628,137,7006,Rock,
50,Hideaway,The Four Esquires,35890,17,51,137,7007,Rock,
5962,Lonely Blue Nights,Rosie,7026,4,5963,136,7009,Rock,
3193,1432 Franklin Pike Circle Hero,Bobby Russell,16712,7,3194,136,7010,Rock,
6645,Silly Boy (She Doesn't Love You),The Lettermen,3746,4,6646,136,7014,Rock,
3853,Making Every Minute Count,Spanky And Our Gang,15404,7,3854,135,7017,Rock,
5183,Turn On Your Love Light,"Oscar Toney, Jr.",10968,6,5184,135,7019,Rock,
4282,Strawberry Shortcake,Jay And The Techniques,14068,6,4283,135,7021,Rock,
5477,The Happy Muleteer,Ivo Robic,9684,6,5478,134,7025,Rock,
701,Big Yellow Taxi,The Neighborhood,24168,11,702,133,7029,Rock,
5016,Goodnight My Love (Pleasant Dreams),Ray Peterson,11610,6,5017,132,7038,Rock,
5148,Long Green,The Fireballs,11084,7,5149,131,7041,Rock,
7542,Superman,"Dino, Desi & Billy",1228,2,7543,129,7044,Rock,
5549,Young Ideas,Chico Holiday,9292,6,5550,128,7046,Rock,
4888,Jelly Jungle (Of Orange Marmalade),Lemon Pipers,12130,5,4889,127,7053,Rock,
7043,1941,Tom Northcott,2288,2,7044,127,7054,Rock,
6250,Goin' Away,The Fireballs,5450,4,6251,127,7055,Rock,
5486,"Dianne, Dianne",Ronny And The Daytonas,9636,5,5487,126,7058,Rock,
6177,Where The Blue Of The Night,Tommy Mara,5780,4,6178,125,7059,Rock,
6132,A Girl Like You,Gary Stites,6070,5,6133,125,7066,Rock,
1582,"Shoot'em Up, Baby",Andy Kim,20590,10,1583,124,7067,Rock,
6718,Be My Baby,Dick and DeeDee,3426,3,6719,124,7073,Rock,
4155,Please Don't Fight It,"Dino, Desi & Billy",14442,7,4156,124,7074,Rock,
8093,Do Your Own Thing,Brook Benton,396,2,8094,124,7075,Rock,
7512,Questions And Answers,The In Crowd,1308,2,7513,123,7076,Rock,
3785,The A Team,SSgt Barry Sadler,15540,7,3786,122,7078,Rock,
2968,Your Husband - My Wife,Brooklyn Bridge,17208,8,2969,121,7080,Rock,
3802,What Color (Is A Man),Bobby Vinton,15502,7,3803,121,7082,Rock,
7635,The Five Pennies,Dodie Stevens,1068,1,7636,121,7084,Rock,
7261,You Don't Know Girls,Kathy Linden,1770,3,7262,120,7087,Rock,
5978,77 Sunset Strip,The Big Sound Of Don Ralke,6946,5,5979,119,7089,Rock,
5489,Morning Much Better,Ten Wheel Drive With Genya Ravan,9628,7,5490,119,7092,Rock,
842,She's Everything (I Wanted You To Be),Ral Donner,23470,11,843,119,7093,Rock,
6830,Brother-In-Law (He's A Moocher),Paul Peek,3012,3,6831,118,7096,Rock,
7139,The Door To Paradise,Bobby Rydell,2018,2,7140,117,7101,Rock,
7088,Black Land Farmer,Wink Martindale,2188,2,7089,117,7102,Rock,
2682,Jealous Heart,Tab Hunter,17928,10,2683,117,7105,Rock,
3507,All,James Darren,16092,8,3508,117,7106,Rock,
