,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
5617,Ride My See-Saw,The Moody Blues,8914,5,5618,223482,606,Rock,
4230,No Matter What,Badfinger,14220,9,4231,222282,607,Rock,
2655,Take Good Care Of My Baby,Bobby Vee,17984,15,2656,222033,608,Rock,
5287,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,10624,7,5288,221835,609,Rock,
1232,No Time,The Guess Who,21770,14,1233,221188,610,Rock,
3414,It's Over,Roy Orbison,16270,11,3415,218873,614,Rock,
11,Yellow River,Christie,46384,23,12,218665,615,Rock,
4222,Never My Love,The Association,14240,14,4223,217964,616,Rock,
463,Donna,Ritchie Valens,25814,23,464,217479,618,Rock,
733,I Had Too Much To Dream (Last Night),The Electric Prunes,24012,14,734,217460,620,Rock,
2442,Kentucky Woman,Deep Purple,18376,8,2443,217369,621,Rock,
3025,Hippy Hippy Shake,The Swinging Blue Jeans,17072,8,3026,216703,622,Rock,
2468,I'm Crying,The Animals,18340,9,2469,216697,623,Rock,
4296,Mama Told Me (Not To Come),Three Dog Night,14010,15,4297,215796,625,Rock,
819,Make Me Smile,Chicago,23608,14,820,215424,627,Rock,
1925,Iko Iko,The Dixie Cups,19644,10,1926,215260,628,Rock,
3458,Black Is Black,Los Bravos,16184,12,3459,214880,630,Rock,
2622,Some Velvet Morning,Nancy Sinatra & Lee Hazlewood,18040,8,2623,209204,637,Rock,
615,Running Scared,Roy Orbison,24756,17,616,208250,638,Rock,
3062,I've Gotta Get A Message To You,Bee Gees,16962,13,3063,207784,640,Rock,
1989,Summertime Blues,The Who,19438,9,1990,207132,641,Rock,
4491,Surf City,Jan & Dean,13470,13,4492,203566,645,Rock,
3067,Hawaii Five-O,The Ventures,16954,14,3068,203382,646,Rock,
4796,Pleasant Valley Sunday,The Monkees,12430,10,4797,202930,649,Rock,
5556,Tin Soldier,Small Faces,9274,5,5557,201877,652,Rock,
1610,Little Sister,Elvis Presley,20494,13,1611,201645,653,Rock,
5879,Delta Lady,Joe Cocker,7454,6,5880,201389,654,Rock,
7190,409,The Beach Boys,1900,1,7191,201304,655,Rock,
4097,Love Grows (Where My Rosemary Goes),Edison Lighthouse,14620,13,4098,200468,656,Rock,
3932,I'm A Man,The Spencer Davis Group,15134,9,3933,200158,657,Rock,
2305,Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,18700,14,2306,199536,658,Rock,
2563,The Loco-Motion,Little Eva,18146,16,2564,198741,662,Rock,
2745,You Showed Me,The Turtles,17740,12,2746,198466,664,Rock,
4836,Does Anybody Really Know What Time It Is?,Chicago,12302,8,4837,197430,666,Rock,
662,Blue Angel,Roy Orbison,24402,14,663,196413,668,Rock,
5463,Little Honda,The Beach Boys,9746,5,5464,196123,669,Rock,
873,Mony Mony,Tommy James And The Shondells,23308,17,874,195240,673,Rock,
180,Since I Don't Have You,The Skyliners,30140,19,181,194055,675,Rock,
1330,Come A Little Bit Closer,Jay & The Americans,21420,15,1331,193498,677,Rock,
3622,So You Want To Be A Rock 'N' Roll Star,The Byrds,15894,7,3623,192469,680,Rock,
3238,Sealed With A Kiss,Brian Hyland,16602,14,3239,191767,681,Rock,
6344,I Wonder Why,Dion & The Belmonts,4998,2,6345,190511,685,Rock,
4367,Guitar Man,Elvis Presley,13818,6,4368,190346,686,Rock,
1799,Over Under Sideways Down,The Yardbirds,19982,11,1800,190063,687,Rock,
5754,You Ain't Going Nowhere,The Byrds,8178,5,5755,188214,690,Rock,
3991,Kentucky Rain,Elvis Presley,14936,9,3992,187199,694,Rock,
4531,Pretty Paper,Roy Orbison,13356,7,4532,185783,697,Rock,
4386,We Love You,The Rolling Stones,13774,6,4387,185012,698,Rock,
4351,Venus,Frankie Avalon,13868,17,4352,184808,699,Rock,
5656,Anyone For Tennis,Cream,8732,5,5657,184659,700,Rock,
346,Almost Grown,Chuck Berry,27134,13,347,184532,701,Rock,
882,Ticket To Ride,Carpenters,23240,12,883,184419,703,Rock,
347,It Doesn't Matter Anymore,Buddy Holly,27128,14,348,184125,704,Rock,
3724,If You Wanna Be Happy,Jimmy Soul,15646,14,3725,181682,710,Rock,
3185,Five O'Clock World,The Vogues,16728,14,3186,180913,711,Rock,
1690,Let's Dance,Chris Montez,20284,14,1691,179867,714,Rock,
6493,Little Queenie,Chuck Berry,4338,4,6494,179154,716,Rock,
4657,Fire,The Crazy World Of Arthur Brown,12964,13,4658,179006,717,Rock,
7946,Love Like A Man,Ten Years After,588,2,7947,178925,718,Rock,
1157,Walking In The Rain,The Ronettes,22052,11,1158,178206,720,Rock,
6415,High School Confidential,Jerry Lee Lewis And His Pumping Piano,4704,2,6416,178106,721,Rock,
3427,Rock Me,Steppenwolf,16258,10,3428,176630,722,Rock,
1118,Pipeline,Chantay's,22184,16,1119,174233,726,Rock,
4805,Let It Rock,Chuck Berry,12390,8,4806,173174,728,Rock,
2939,"Baby, I Love You",The Ronettes,17274,9,2940,171369,733,Rock,
226,Nothing But A Heartache,The Flirtations,29126,14,227,170511,735,Rock,
2832,Spooky,Classics IV,17536,15,2833,170222,736,Rock,
4767,You've Made Me So Very Happy,"Blood, Sweat & Tears",12546,13,4768,169182,737,Rock,
3982,Dandelion,The Rolling Stones,14962,8,3983,169025,738,Rock,
684,I Think We're Alone Now,Tommy James And The Shondells,24284,17,685,168142,740,Rock,
2222,Down On Me,Big Brother & The Holding Company,18900,8,2223,167696,742,Rock,
464,"See Me, Feel Me",The Who,25800,13,465,166935,743,Rock,
2626,Wishin' And Hopin',Dusty Springfield,18032,13,2627,165197,746,Rock,
2456,Sleep Walk,Santo & Johnny,18352,18,2457,164729,749,Rock,
5197,Aquarius/Let The Sunshine In,The 5th Dimension,10920,17,5198,164416,752,Rock,
5991,Love The One You're With,Stephen Stills,6866,3,5992,164309,753,Rock,
5371,Heartbreaker,Grand Funk Railroad,10232,6,5372,163299,755,Rock,
1204,7 And 7 Is,Love,21878,10,1205,163247,756,Rock,
2226,Rhythm Of The Rain,The Cascades,18894,16,2227,163207,757,Rock,
2501,Tell Him,The Exciters,18272,13,2502,163045,759,Rock,
4252,Dizzy,Tommy Roe,14144,15,4253,162502,761,Rock,
3205,Cherish,The Association,16680,14,3206,162389,762,Rock,
503,She Came In Through The Bathroom Window,Joe Cocker,25498,12,504,161536,763,Rock,
3463,First Of May,Bee Gees,16176,7,3464,161510,764,Rock,
1928,Along Comes Mary,The Association,19628,11,1929,159870,770,Rock,
4985,A World Without Love,Peter And Gordon,11760,12,4986,159675,771,Rock,
6486,Have You Seen Her Face,The Byrds,4360,4,6487,157183,776,Rock,
4695,Do You Wanna Dance?,The Beach Boys,12834,8,4696,156625,777,Rock,
5613,Watch Her Ride,Jefferson Airplane,8950,4,5614,156373,779,Rock,
5470,Ballad Of Easy Rider,The Byrds,9712,6,5471,153280,784,Rock,
5937,Long And Lonesome Road,The Shocking Blue,7152,5,5938,152834,785,Rock,
5688,Lonely Days,Bee Gees,8550,4,5689,152808,786,Rock,
7277,Raining In My Heart,Buddy Holly,1714,2,7278,152620,788,Rock,
3065,(I'm Not Your) Steppin' Stone,The Monkees,16956,8,3066,151480,791,Rock,
3950,Such A Night,Elvis Presley With The Jordanaires,15076,8,3951,151070,792,Rock,
298,Dirty Water,The Standells,27752,16,299,150063,796,Rock,
752,Lipstick On Your Collar,Connie Francis,23936,17,753,148213,801,Rock,
5658,Empty Pages,Traffic,8718,8,5659,147880,802,Rock,
6582,On The Way Home,The Buffalo Springfield,3994,3,6583,146454,804,Rock,
779,Just One Look,Doris Troy,23818,14,780,146435,805,Rock,
4914,Out In The Streets,The Shangri-Las,12026,6,4915,146284,806,Rock,
7219,Breakfast In Bed,Dusty Springfield,1820,2,7220,146201,808,Rock,
4255,Wang Dang Doodle,Ko Ko Taylor,14142,8,4256,146141,809,Rock,
1278,Here Comes The Night,Them,21608,10,1279,146064,810,Rock,
2281,Make It Easy On Yourself,The Walker Bros.,18746,10,2282,145659,813,Rock,
5322,Groovin',The Young Rascals,10448,13,5323,145512,814,Rock,
1051,Baby It's You,The Shirelles,22454,14,1052,145098,815,Rock,
3695,Just One Look,The Hollies,15730,8,3696,145077,816,Rock,
3338,Bossa Nova Baby,Elvis Presley With The Jordanaires,16410,10,3339,144929,818,Rock,
2498,Yummy Yummy Yummy,Ohio Express,18278,14,2499,144783,819,Rock,
689,Hello Mary Lou,Ricky Nelson,24236,15,690,143829,822,Rock,
141,Oh! Carol,Neil Sedaka,31046,18,142,142878,823,Rock,
7127,Teach Me Tiger,April Stevens,2058,3,7128,142559,824,Rock,
1596,Rubber Ball,Bobby Vee,20530,14,1597,141971,825,Rock,
2773,Crying In The Rain,The Everly Brothers,17654,13,2774,141878,826,Rock,
1771,Georgy Girl,The Seekers,20050,16,1772,141705,827,Rock,
4088,Wendy,The Beach Boys,14664,6,4089,141261,828,Rock,
6457,Mr. Pleasant,The Kinks,4548,4,6458,140894,829,Rock,
4229,Love Letters,Elvis Presley,14224,7,4230,140181,832,Rock,
1415,Here Comes My Baby,The Tremeloes,21150,12,1416,139285,835,Rock,
1605,You're Sixteen,Johnny Burnette,20502,15,1606,138679,837,Rock,
910,Reflections Of My Life,The Marmalade,23098,15,911,138413,838,Rock,
1195,"Come On, Let's Go",Ritchie Valens,21912,13,1196,138283,839,Rock,
3902,Ferry Cross The Mersey,Gerry And The Pacemakers,15224,11,3903,137813,840,Rock,
2814,Holiday,Bee Gees,17566,9,2815,137545,844,Rock,
575,Red River Rock,Johnny And The Hurricanes,24992,17,576,137390,845,Rock,
2438,The Night Has A Thousand Eyes,Bobby Vee,18378,14,2439,136935,846,Rock,
2728,Na Na Hey Hey Kiss Him Goodbye,Steam,17808,16,2729,136768,848,Rock,
2497,Pretty Flamingo,Manfred Mann,18286,8,2498,136452,850,Rock,
3053,Mean Woman Blues,Roy Orbison,16986,13,3054,135896,851,Rock,
1198,Undun,The Guess Who,21900,10,1199,135853,852,Rock,
1442,Everybody's Somebody's Fool,Connie Francis,21034,18,1443,135620,854,Rock,
3048,Charlie Brown,The Coasters,17008,15,3049,134285,856,Rock,
5355,"A Little Bit Me, A Little Bit You",The Monkees,10298,10,5356,134259,857,Rock,
3383,Sheila,Tommy Roe,16328,14,3384,134135,858,Rock,
1981,"Sunshine, Lollipops And Rainbows",Lesley Gore,19452,11,1982,133740,859,Rock,
4938,Poor Little Fool,Ricky Nelson,11918,11,4939,132857,860,Rock,
970,On A Carousel,The Hollies,22826,14,971,132523,863,Rock,
2231,I Need Your Love Tonight,Elvis Presley With The Jordanaires,18880,13,2232,132514,864,Rock,
7015,Goin' Back,The Byrds,2384,3,7016,132513,865,Rock,
6358,Don't Forget To Remember,Bee Gees,4916,3,6359,132461,866,Rock,
3314,Bird Dog,The Everly Brothers,16446,18,3315,132305,867,Rock,
2914,The Beat Goes On,Sonny & Cher,17348,11,2915,131841,870,Rock,
1725,Where The Boys Are,Connie Francis,20174,15,1726,131251,871,Rock,
3096,Early In The Morning,Buddy Holly,16902,7,3097,129691,874,Rock,
3188,To Sir With Love,Lulu,16722,17,3189,129466,875,Rock,
982,Let It Be Me,The Everly Brothers,22760,15,983,129419,876,Rock,
4111,Darling Be Home Soon,The Lovin' Spoonful,14570,8,4112,129147,878,Rock,
3575,I Can Never Go Home Anymore,The Shangri-Las,15988,11,3576,129133,879,Rock,
3711,Good Lovin',The Young Rascals,15676,14,3712,129094,880,Rock,
2100,Call Me Lightning,The Who,19176,8,2101,127614,884,Rock,
3484,There's A Kind Of Hush,Herman's Hermits,16130,12,3485,127320,887,Rock,
5038,It's Never Too Late,Steppenwolf,11492,5,5039,127025,889,Rock,
5191,Please Let Me Wonder,The Beach Boys,10938,5,5192,126945,890,Rock,
3513,Hats Off To Larry,Del Shannon,16086,13,3514,126123,896,Rock,
1312,Shakin' All Over,The Guess Who,21488,11,1313,125845,897,Rock,
2817,Laughing,The Guess Who,17564,11,2818,125716,898,Rock,
526,Look Through Any Window,The Hollies,25342,12,527,125534,900,Rock,
904,Dedicated To The One I Love,The Shirelles,23132,20,905,124881,902,Rock,
6021,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,6724,11,6022,124761,904,Rock,
722,Poison Ivy,The Coasters,24088,16,723,124481,905,Rock,
1216,I Got Stung,Elvis Presley,21820,16,1217,124080,907,Rock,
3881,And When I Die,"Blood, Sweat & Tears",15312,13,3882,124028,908,Rock,
1887,House Of The Rising Sun,Frijid Pink,19736,13,1888,123595,910,Rock,
7053,Mr. Farmer,The Seeds,2280,2,7054,123404,911,Rock,
3509,A Beautiful Morning,The Rascals,16090,13,3510,123110,912,Rock,
4536,Secret Agent Man,Johnny Rivers,13338,11,4537,122745,914,Rock,
48,Town Without Pity,Gene Pitney,36466,19,49,122002,919,Rock,
3175,Don't Bring Me Down,The Animals,16740,10,3176,121989,920,Rock,
1969,If I Had A Hammer,Trini Lopez,19494,14,1970,121469,923,Rock,
4911,Homburg,Procol Harum,12044,5,4912,121010,924,Rock,
1829,(We Ain't Got) Nothin' Yet,Blues Magoos,19882,14,1830,120671,926,Rock,
1520,"Laugh, Laugh",The Beau Brummels,20802,12,1521,120414,928,Rock,
3170,Share The Land,The Guess Who,16750,10,3171,119550,934,Rock,
6288,Mean Mistreater,Grand Funk Railroad,5242,3,6289,118817,936,Rock,
3962,Friends,The Beach Boys,15044,7,3963,118368,938,Rock,
3582,Promised Land,Chuck Berry,15974,7,3583,117944,940,Rock,
6501,Eloise,Barry Ryan,4318,4,6502,117770,941,Rock,
4526,Valleri,The Monkees,13388,10,4527,117353,943,Rock,
476,Tears On My Pillow,Little Anthony And The Imperials,25700,19,477,116710,944,Rock,
120,Candy Man,Roy Orbison,31716,14,121,116158,946,Rock,
2953,Pretty Little Angel Eyes,Curtis Lee,17244,11,2954,115493,948,Rock,
4990,Break Away,The Beach Boys,11738,6,4991,114985,952,Rock,
3004,Falling,Roy Orbison,17128,8,3005,113893,960,Rock,
2294,Have I The Right?,The Honeycombs,18714,13,2295,113771,962,Rock,
4383,Vehicle,The Ides Of March,13778,12,4384,113550,963,Rock,
3273,Who'll Be The Next In Line,The Kinks,16524,7,3274,113309,965,Rock,
4575,Honey,Bobby Goldsboro,13214,15,4576,113176,966,Rock,
361,I Got A Line On You,Spirit,26946,12,362,112890,967,Rock,
3492,Sorry Suzanne,The Hollies,16114,8,3493,112644,968,Rock,
2746,It Ain't Me Babe,The Turtles,17740,11,2747,111643,971,Rock,
7031,Johnny B. Goode,Johnny Winter,2316,3,7032,111260,975,Rock,
2588,San Franciscan Nights,Eric Burdon & The Animals,18092,10,2589,111165,978,Rock,
307,Limbo Rock,Chubby Checker,27632,23,308,111131,979,Rock,
4891,Mr. Bojangles,Nitty Gritty Dirt Band,12106,6,4892,110925,980,Rock,
5320,It Won't Be Wrong,The Byrds,10454,5,5321,110838,982,Rock,
3788,(There's) Always Something There To Remind Me,Sandie Shaw,15536,7,3789,109711,988,Rock,
1276,You Didn't Have To Be So Nice,The Lovin' Spoonful,21618,12,1277,109195,989,Rock,
4391,I Can't Control Myself,The Troggs,13764,6,4392,108479,997,Rock,
4539,Green Tambourine,The Lemon Pipers,13330,13,4540,107761,999,Rock,
4974,Don't Forget About Me,Dusty Springfield,11776,6,4975,107731,1000,Rock,
4433,Kiss Me Quick,Elvis Presley With The Jordanaires,13648,6,4434,107537,1001,Rock,
1721,Ride Captain Ride,Blues Image,20180,15,1722,106771,1006,Rock,
3299,Hey! Baby,Bruce Channel,16468,15,3300,106554,1008,Rock,
5381,Feeling Alright,Joe Cocker,10162,6,5382,106345,1010,Rock,
829,Perfidia,The Ventures,23538,13,830,106232,1011,Rock,
385,A Mess Of Blues,Elvis Presley With The Jordanaires,26624,11,386,106002,1012,Rock,
3242,(The Best Part Of) Breakin' Up,The Ronettes,16588,8,3243,105922,1013,Rock,
1702,Calendar Girl,Neil Sedaka,20240,15,1703,105820,1014,Rock,
2230,Hey Lawdy Mama,Steppenwolf,18890,8,2231,104527,1017,Rock,
2544,Silhouettes,Herman's Hermits,18188,13,2545,104437,1018,Rock,
1481,Walk Right Back,The Everly Brothers,20890,13,1482,104064,1020,Rock,
5892,Time Was,Canned Heat,7386,5,5893,103738,1024,Rock,
6945,Omaha,Moby Grape,2582,3,6946,103483,1027,Rock,
3896,If I Were A Carpenter,Bobby Darin,15244,11,3897,103468,1028,Rock,
3598,Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,15932,12,3599,103249,1029,Rock,
3410,You've Got Your Troubles,The Fortunes,16278,11,3411,103034,1031,Rock,
7601,Not So Sweet Martha Lorraine,Country Joe & The Fish,1140,2,7602,102999,1032,Rock,
322,Spill The Wine,Eric Burdon And War,27396,21,323,102863,1033,Rock,
2450,It Don't Matter To Me,Bread,18358,11,2451,101741,1036,Rock,
4573,Hanky Panky,Tommy James And The Shondells,13232,12,4574,101577,1038,Rock,
2925,Travelin' Man,Ricky Nelson,17306,16,2926,101294,1040,Rock,
2208,Dream Baby (How Long Must I Dream),Roy Orbison,18926,12,2209,101057,1041,Rock,
4315,Hey Paula,Paul and Paula,13956,15,4316,100952,1042,Rock,
1901,Just A Little,The Beau Brummels,19704,12,1902,100783,1045,Rock,
5247,Can You Please Crawl Out Your Window?,Bob Dylan,10760,6,5248,100251,1047,Rock,
4154,Easy To Be Hard,Three Dog Night,14444,13,4155,100181,1048,Rock,
4621,Soldier Boy,The Shirelles,13074,14,4622,99302,1053,Rock,
3424,Wedding Bell Blues,The 5th Dimension,16262,15,3425,98470,1054,Rock,
1586,Can't You Hear My Heartbeat,Herman's Hermits,20570,15,1587,98255,1058,Rock,
3798,Don't Sleep In The Subway,Petula Clark,15508,10,3799,97605,1059,Rock,
4595,California Sun,The Rivieras,13154,10,4596,97255,1061,Rock,
531,Lies,The Knickerbockers,25284,13,532,96809,1065,Rock,
1543,I Love How You Love Me,The Paris Sisters,20676,15,1544,96723,1067,Rock,
498,Dreamin',Johnny Burnette,25530,15,499,96029,1070,Rock,
1545,Move Over,Steppenwolf,20668,9,1546,95601,1071,Rock,
4066,When You Walk In The Room,The Searchers,14742,7,4067,95046,1074,Rock,
1803,My Little Red Book,Love,19980,11,1804,94841,1075,Rock,
1273,Don't Throw Your Love Away,The Searchers,21622,11,1274,94732,1077,Rock,
340,More Today Than Yesterday,Spiral Starecase,27202,15,341,94559,1078,Rock,
2543,Get Me To The World On Time,The Electric Prunes,18194,8,2544,94258,1080,Rock,
4593,Porpoise Song,The Monkees,13158,6,4594,93852,1082,Rock,
1623,When Will I Be Loved,The Everly Brothers,20462,13,1624,93606,1085,Rock,
3091,Memories,Elvis Presley,16910,7,3092,93605,1086,Rock,
1833,Glad All Over,The Dave Clark Five,19868,14,1834,93597,1087,Rock,
3320,Sugar And Spice,The Searchers,16436,8,3321,92855,1091,Rock,
3919,Sweet Talkin' Guy,The Chiffons,15184,10,3920,92190,1095,Rock,
3721,I'll Never Find Another You,The Seekers,15652,13,3722,91793,1100,Rock,
4632,Kind Of A Drag,The Buckinghams,13048,13,4633,91389,1103,Rock,
2392,Games People Play,Joe South,18488,12,2393,90035,1110,Rock,
1548,Let It Out (Let It All Hang Out),The Hombres,20652,13,1549,89671,1111,Rock,
5586,Add Some Music To Your Day,The Beach Boys,9104,5,5587,89668,1112,Rock,
3861,Hair,The Cowsills,15368,15,3862,89555,1113,Rock,
155,Denise,Randy & The Rainbows,30696,17,156,89209,1115,Rock,
3607,Stay Awhile,Dusty Springfield,15918,7,3608,89153,1116,Rock,
3810,Red Rubber Ball,The Cyrkle,15486,13,3811,88959,1118,Rock,
6551,Questions 67 And 68,Chicago,4122,3,6552,88590,1119,Rock,
7340,Beautiful Delilah,Chuck Berry,1620,1,7341,88205,1127,Rock,
640,Devoted To You,The Everly Brothers,24552,14,641,88180,1128,Rock,
1571,Hand Me Down World,The Guess Who,20606,11,1572,87956,1129,Rock,
2000,Do I Love You?,The Ronettes,19404,9,2001,87763,1131,Rock,
507,Little Town Flirt,Del Shannon,25472,14,508,86611,1135,Rock,
3775,Little Star,The Elegants,15552,17,3776,85714,1138,Rock,
424,Jennifer Eccles,The Hollies,26196,11,425,85483,1141,Rock,
683,Time Machine,Grand Funk Railroad,24290,11,684,85209,1142,Rock,
1714,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,20200,9,1715,84877,1143,Rock,
1381,Journey To The Center Of The Mind,The Amboy Dukes,21256,12,1382,84570,1145,Rock,
6687,Never Comes The Day,The Moody Blues,3558,4,6688,84557,1146,Rock,
1869,This Magic Moment,Jay & The Americans,19778,14,1870,84546,1147,Rock,
3005,Stop Stop Stop,The Hollies,17124,10,3006,84396,1148,Rock,
5021,Friday's Child,Nancy Sinatra,11602,5,5022,83903,1153,Rock,
921,Tuesday Afternoon (Forever Afternoon),The Moody Blues,23060,11,922,83636,1154,Rock,
2853,I'm Hurtin',Roy Orbison,17484,8,2854,83503,1155,Rock,
2807,Da Doo Ron Ron (When He Walked Me Home),The Crystals,17574,13,2808,83425,1156,Rock,
90,Hitchin' A Ride,Vanity Fare,33072,22,91,82648,1159,Rock,
1313,My Happiness,Connie Francis,21478,18,1314,82599,1160,Rock,
4078,The Pied Piper,Crispian St. Peters,14700,12,4079,81442,1167,Rock,
6294,Set You Free This Time,The Byrds,5192,4,6295,81272,1169,Rock,
3654,Angel Baby,Rosie And The Originals,15808,13,3655,81095,1170,Rock,
3821,Every Breath I Take,Gene Pitney,15464,8,3822,81005,1171,Rock,
2310,Happenings Ten Years Time Ago,The Yardbirds,18694,9,2311,80451,1174,Rock,
6844,Shout,Lulu And The Luvers,2960,6,6845,80070,1176,Rock,
3400,What'd I Say,Jerry Lee Lewis And His Pumping Piano,16296,8,3401,79967,1177,Rock,
4735,Winchester Cathedral,The New Vaudeville Band,12650,15,4736,79678,1181,Rock,
4919,King Midas In Reverse,The Hollies,12004,5,4920,79603,1182,Rock,
2104,Time Won't Let Me,The Outsiders,19168,15,2105,79509,1184,Rock,
4810,The Girl I Knew Somewhere,The Monkees,12382,5,4811,78564,1190,Rock,
70,Running Bear,Johnny Preston,34304,27,71,78453,1191,Rock,
266,Queen Of The Hop,Bobby Darin,28276,19,267,78091,1193,Rock,
