song,artist,lastfm_count,new_popularity
The Happening,The Supremes,249090.0,568
"Liar, Liar",The Castaways,248959.0,569
Thunderball,Tom Jones,248650.0,570
Music To Watch Girls By,Andy Williams,247369.0,571
Time Is Tight,Booker T. & The MG's,247135.0,572
Come And Get It,Badfinger,247094.0,573
Heartbeat,Buddy Holly,246143.0,574
There Goes My Baby,The Drifters,244562.0,575
Leaving On A Jet Plane,"Peter, Paul & Mary",242967.0,576
Bluebird,The Buffalo Springfield,242748.0,577
Ode To Billie Joe,Bobbie Gentry,242237.0,578
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,241145.0,579
Crystal Blue Persuasion,Tommy James And The Shondells,239686.0,580
See Saw,Aretha Franklin,237453.0,581
Chantilly Lace,Big Bopper,236605.0,582
I Heard It Through The Grapevine,Gladys Knight And The Pips,236529.0,583
Put Your Head On My Shoulder,Paul Anka,236114.0,584
Judy In Disguise (With Glasses),John Fred And The Playboys,236053.0,585
Midnight Confessions,The Grass Roots,235973.0,586
Duke Of Earl,Gene Chandler,235349.0,587
Here We Go Again,Ray Charles,235108.0,588
Breaking Up Is Hard To Do,Neil Sedaka,234452.0,589
Pushin' Too Hard,The Seeds,232719.0,590
Stay With Me,Lorraine Ellison,232596.0,591
Heaven Must Have Sent You,The Elgins,232227.0,592
Spanish Harlem,Ben E. King,232012.0,593
She's Got You,Patsy Cline,231902.0,594
Too Busy Thinking About My Baby,Marvin Gaye,231379.0,595
Wild Honey,The Beach Boys,230600.0,596
Classical Gas,Mason Williams,229711.0,597
Amos Moses,Jerry Reed,229704.0,598
Wigwam,Bob Dylan,228858.0,599
Let's Live For Today,The Grass Roots,228776.0,600
Ain't Nothing Like The Real Thing,Marvin Gaye & Tammi Terrell,228365.0,601
Young Girl,The Union Gap Featuring Gary Puckett,228128.0,602
Remember (Walkin' in the Sand),The Shangri-Las,228040.0,603
The Windmills Of Your Mind,Dusty Springfield,225605.0,604
Let's Have A Party,Wanda Jackson,225317.0,605
Ride My See-Saw,The Moody Blues,223482.0,606
No Matter What,Badfinger,222282.0,607
Take Good Care Of My Baby,Bobby Vee,222033.0,608
"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,221835.0,609
No Time,The Guess Who,221188.0,610
You're All I Need To Get By,Marvin Gaye & Tammi Terrell,220383.0,611
Jimmy Mack,Martha & The Vandellas,219142.0,612
The Good Life,Tony Bennett,218946.0,613
It's Over,Roy Orbison,218873.0,614
Yellow River,Christie,218665.0,615
Never My Love,The Association,217964.0,616
Sing A Simple Song,Sly & The Family Stone,217810.0,617
Donna,Ritchie Valens,217479.0,618
It Takes Two,Marvin Gaye & Kim Weston,217470.0,619
I Had Too Much To Dream (Last Night),The Electric Prunes,217460.0,620
Kentucky Woman,Deep Purple,217369.0,621
Hippy Hippy Shake,The Swinging Blue Jeans,216703.0,622
I'm Crying,The Animals,216697.0,623
Let's Go Get Stoned,Ray Charles,216647.0,624
Mama Told Me (Not To Come),Three Dog Night,215796.0,625
Why I Sing The Blues,B.B. King,215735.0,626
Make Me Smile,Chicago,215424.0,627
Iko Iko,The Dixie Cups,215260.0,628
Lonely Teardrops,Jackie Wilson,215109.0,629
Black Is Black,Los Bravos,214880.0,630
As Tears Go By,Marianne Faithfull,214767.0,631
Nice 'N' Easy,Frank Sinatra,212505.0,632
You've Really Got A Hold On Me,The Miracles,211118.0,633
Creeque Alley,The Mamas & The Papas,210780.0,634
Give It Up Or Turnit A Loose,James Brown,209604.0,635
The Pink Panther Theme,Henry Mancini And His Orchestra,209339.0,636
Some Velvet Morning,Nancy Sinatra & Lee Hazlewood,209204.0,637
Running Scared,Roy Orbison,208250.0,638
One Mint Julep,Ray Charles,207854.0,639
I've Gotta Get A Message To You,Bee Gees,207784.0,640
Summertime Blues,The Who,207132.0,641
Didn't I (Blow Your Mind This Time),The Delfonics,207029.0,642
Cloud Nine,The Temptations,207019.0,643
Rock Me Baby,B.B. King,203575.0,644
Surf City,Jan & Dean,203566.0,645
Hawaii Five-O,The Ventures,203382.0,646
I'm Sorry,Brenda Lee,203319.0,647
By The Time I Get To Phoenix,Glen Campbell,203173.0,648
Pleasant Valley Sunday,The Monkees,202930.0,649
Jennifer Juniper,Donovan,202897.0,650
Walk Away Renee,The Left Banke,202563.0,651
Tin Soldier,Small Faces,201877.0,652
Little Sister,Elvis Presley,201645.0,653
Delta Lady,Joe Cocker,201389.0,654
409,The Beach Boys,201304.0,655
Love Grows (Where My Rosemary Goes),Edison Lighthouse,200468.0,656
I'm A Man,The Spencer Davis Group,200158.0,657
Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,199536.0,658
"Cherry, Cherry",Neil Diamond,199122.0,659
I Get The Sweetest Feeling,Jackie Wilson,199059.0,660
Light My Fire,Jose Feliciano,198775.0,661
The Loco-Motion,Little Eva,198741.0,662
Don't Play That Song,Aretha Franklin with The Dixie Flyers,198536.0,663
You Showed Me,The Turtles,198466.0,664
This Magic Moment,The Drifters,197454.0,665
Does Anybody Really Know What Time It Is?,Chicago,197430.0,666
I Say A Little Prayer,Dionne Warwick,196760.0,667
Blue Angel,Roy Orbison,196413.0,668
Little Honda,The Beach Boys,196123.0,669
Can I Get A Witness,Marvin Gaye,196059.0,670
All I Could Do Was Cry,Etta James,195966.0,671
Everybody Needs Somebody To Love,Solomon Burke,195631.0,672
Mony Mony,Tommy James And The Shondells,195240.0,673
Border Song,Elton John,194992.0,674
Since I Don't Have You,The Skyliners,194055.0,675
Nobody Knows You When You're Down And Out,Nina Simone,193999.0,676
Come A Little Bit Closer,Jay & The Americans,193498.0,677
Love's Been Good To Me,Frank Sinatra,193408.0,678
I Hear You Knocking,Dave Edmunds,193009.0,679
So You Want To Be A Rock 'N' Roll Star,The Byrds,192469.0,680
Sealed With A Kiss,Brian Hyland,191767.0,681
Stagger Lee,Lloyd Price,191129.0,682
Cleo's Mood,Jr. Walker & The All Stars,190948.0,683
Hummingbird,B.B. King,190592.0,684
I Wonder Why,Dion & The Belmonts,190511.0,685
Guitar Man,Elvis Presley,190346.0,686
Over Under Sideways Down,The Yardbirds,190063.0,687
Trouble In Mind,Nina Simone,188867.0,688
"I Loves You, Porgy",Nina Simone,188402.0,689
You Ain't Going Nowhere,The Byrds,188214.0,690
Speedy Gonzales,Pat Boone,187620.0,691
"To Be Young, Gifted And Black",Nina Simone,187579.0,692
The Little Drummer Boy,Johnny Cash,187433.0,693
Kentucky Rain,Elvis Presley,187199.0,694
Silent Night,Bing Crosby,186854.0,695
Tennessee Flat-Top Box,Johnny Cash,186496.0,696
Pretty Paper,Roy Orbison,185783.0,697
We Love You,The Rolling Stones,185012.0,698
Venus,Frankie Avalon,184808.0,699
Anyone For Tennis,Cream,184659.0,700
Almost Grown,Chuck Berry,184532.0,701
Win Your Love For Me,Sam Cooke,184472.0,702
Ticket To Ride,Carpenters,184419.0,703
It Doesn't Matter Anymore,Buddy Holly,184125.0,704
Spanish Flea,Herb Alpert & The Tijuana Brass,183410.0,705
Ain't That Peculiar,Marvin Gaye,183189.0,706
All Over Again,Johnny Cash,182408.0,707
B-A-B-Y,Carla Thomas,181796.0,708
Baby I Love You,Aretha Franklin,181692.0,709
If You Wanna Be Happy,Jimmy Soul,181682.0,710
Five O'Clock World,The Vogues,180913.0,711
Ruby Tuesday,Melanie,180751.0,712
Do You Wanna Dance,The Mamas & The Papas,180277.0,713
Let's Dance,Chris Montez,179867.0,714
I've Been Loving You Too Long (To Stop Now),Otis Redding,179712.0,715
Little Queenie,Chuck Berry,179154.0,716
Fire,The Crazy World Of Arthur Brown,179006.0,717
Love Like A Man,Ten Years After,178925.0,718
Someday We'll Be Together,Diana Ross & The Supremes,178556.0,719
Walking In The Rain,The Ronettes,178206.0,720
High School Confidential,Jerry Lee Lewis And His Pumping Piano,178106.0,721
Rock Me,Steppenwolf,176630.0,722
"Wonderful World, Beautiful People",Jimmy Cliff,176333.0,723
Sad Mood,Sam Cooke,175396.0,724
The Weight,Aretha Franklin,174552.0,725
Pipeline,Chantay's,174233.0,726
I Forgot To Be Your Lover,William Bell,173231.0,727
Let It Rock,Chuck Berry,173174.0,728
Time Has Come Today,The Chambers Brothers,172741.0,729
Good Times,Sam Cooke,172195.0,730
I Hear A Symphony,The Supremes,172170.0,731
Stranger On The Shore,Mr. Acker Bilk,172115.0,732
"Baby, I Love You",The Ronettes,171369.0,733
I've Told Every Little Star,Linda Scott,171110.0,734
Nothing But A Heartache,The Flirtations,170511.0,735
Spooky,Classics IV,170222.0,736
You've Made Me So Very Happy,"Blood, Sweat & Tears",169182.0,737
Dandelion,The Rolling Stones,169025.0,738
Born To Lose,Ray Charles,168927.0,739
I Think We're Alone Now,Tommy James And The Shondells,168142.0,740
Wives And Lovers,Jack Jones,167929.0,741
Down On Me,Big Brother & The Holding Company,167696.0,742
"See Me, Feel Me",The Who,166935.0,743
Words Of Love,The Mamas & The Papas,166093.0,744
Mr. Lonely,Bobby Vinton,165802.0,745
Wishin' And Hopin',Dusty Springfield,165197.0,746
I'll Never Fall In Love Again,Dionne Warwick,165169.0,747
Out Of Sight,James Brown And His Orchestra,164974.0,748
Sleep Walk,Santo & Johnny,164729.0,749
Dancing In The Street,The Mamas & The Papas,164593.0,750
What's New Pussycat?,Tom Jones,164445.0,751
Aquarius/Let The Sunshine In,The 5th Dimension,164416.0,752
Love The One You're With,Stephen Stills,164309.0,753
A Place In The Sun,Stevie Wonder,163809.0,754
Heartbreaker,Grand Funk Railroad,163299.0,755
7 And 7 Is,Love,163247.0,756
Rhythm Of The Rain,The Cascades,163207.0,757
Give Me Just A Little More Time,Chairmen Of The Board,163162.0,758
Tell Him,The Exciters,163045.0,759
Harlem Shuffle,Bob And Earl,162972.0,760
Dizzy,Tommy Roe,162502.0,761
Cherish,The Association,162389.0,762
She Came In Through The Bathroom Window,Joe Cocker,161536.0,763
First Of May,Bee Gees,161510.0,764
Anyone Who Had A Heart,Dionne Warwick,161318.0,765
Hey Jude,Wilson Pickett,161137.0,766
The Snake,Al Wilson,160971.0,767
Those Were The Days,Mary Hopkin,160698.0,768
There Is A Mountain,Donovan,160168.0,769
Along Comes Mary,The Association,159870.0,770
A World Without Love,Peter And Gordon,159675.0,771
Anyone Who Knows What Love Is (will understand),Irma Thomas,159646.0,772
Sea Of Love,Phil Phillips With The Twilights,159571.0,773
I Wanna Be Around,Tony Bennett,159189.0,774
My Boyfriend's Back,The Angels,157384.0,775
Have You Seen Her Face,The Byrds,157183.0,776
Do You Wanna Dance?,The Beach Boys,156625.0,777
(I Know) I'm Losing You,The Temptations,156412.0,778
Watch Her Ride,Jefferson Airplane,156373.0,779
Reflections,Diana Ross & The Supremes,154525.0,780
Love Child,Diana Ross & The Supremes,154056.0,781
You Beat Me To The Punch,Mary Wells,154028.0,782
"Don't Cry, Baby",Etta James,153587.0,783
Ballad Of Easy Rider,The Byrds,153280.0,784
Long And Lonesome Road,The Shocking Blue,152834.0,785
Lonely Days,Bee Gees,152808.0,786
Hello Darlin',Conway Twitty,152744.0,787
Raining In My Heart,Buddy Holly,152620.0,788
Little Red Rooster,Sam Cooke,151948.0,789
Come Rain Or Come Shine,Ray Charles,151605.0,790
(I'm Not Your) Steppin' Stone,The Monkees,151480.0,791
Such A Night,Elvis Presley With The Jordanaires,151070.0,792
It's Only Make Believe,Conway Twitty,150888.0,793
Let The Good Times Roll,Ray Charles,150500.0,794
Come Softly To Me,The Fleetwoods,150348.0,795
Dirty Water,The Standells,150063.0,796
I'm A Woman,Peggy Lee,149724.0,797
The One On The Right Is On The Left,Johnny Cash,149083.0,798
Eleanor Rigby,Aretha Franklin,149014.0,799
Sukiyaki,Kyu Sakamoto,148310.0,800
Lipstick On Your Collar,Connie Francis,148213.0,801
Empty Pages,Traffic,147880.0,802
Unforgettable,Dinah Washington,146491.0,803
On The Way Home,The Buffalo Springfield,146454.0,804
Just One Look,Doris Troy,146435.0,805
Out In The Streets,The Shangri-Las,146284.0,806
Walk Right In,The Rooftop Singers,146254.0,807
Breakfast In Bed,Dusty Springfield,146201.0,808
Wang Dang Doodle,Ko Ko Taylor,146141.0,809
Here Comes The Night,Them,146064.0,810
Never Had A Dream Come True,Stevie Wonder,145692.0,811
Groove Me,King Floyd,145675.0,812
Make It Easy On Yourself,The Walker Bros.,145659.0,813
Groovin',The Young Rascals,145512.0,814
Baby It's You,The Shirelles,145098.0,815
Just One Look,The Hollies,145077.0,816
Chains And Things,B.B. King,144952.0,817
Bossa Nova Baby,Elvis Presley With The Jordanaires,144929.0,818
Yummy Yummy Yummy,Ohio Express,144783.0,819
Help Yourself,Tom Jones,144606.0,820
"Mercy, Mercy, Mercy",Cannonball Adderley,144313.0,821
Hello Mary Lou,Ricky Nelson,143829.0,822
Oh! Carol,Neil Sedaka,142878.0,823
Teach Me Tiger,April Stevens,142559.0,824
Rubber Ball,Bobby Vee,141971.0,825
Crying In The Rain,The Everly Brothers,141878.0,826
Georgy Girl,The Seekers,141705.0,827
Wendy,The Beach Boys,141261.0,828
Mr. Pleasant,The Kinks,140894.0,829
I Love You More Than Words Can Say,Otis Redding,140814.0,830
Heaven Help Us All,Stevie Wonder,140426.0,831
Love Letters,Elvis Presley,140181.0,832
Ball Of Confusion (That's What The World Is Today),The Temptations,139970.0,833
Both Sides Now,Judy Collins,139420.0,834
Here Comes My Baby,The Tremeloes,139285.0,835
Last Night,Mar-Keys,138761.0,836
You're Sixteen,Johnny Burnette,138679.0,837
Reflections Of My Life,The Marmalade,138413.0,838
"Come On, Let's Go",Ritchie Valens,138283.0,839
Ferry Cross The Mersey,Gerry And The Pacemakers,137813.0,840
Stubborn Kind Of Fellow,Marvin Gaye,137740.0,841
I'll Be Doggone,Marvin Gaye,137702.0,842
That's The Way Love Is,Marvin Gaye,137656.0,843
Holiday,Bee Gees,137545.0,844
Red River Rock,Johnny And The Hurricanes,137390.0,845
The Night Has A Thousand Eyes,Bobby Vee,136935.0,846
Blowin In The Wind,Stevie Wonder,136857.0,847
Na Na Hey Hey Kiss Him Goodbye,Steam,136768.0,848
If I Were Your Woman,Gladys Knight And The Pips,136646.0,849
Pretty Flamingo,Manfred Mann,136452.0,850
Mean Woman Blues,Roy Orbison,135896.0,851
Undun,The Guess Who,135853.0,852
Piece Of My Heart,Erma Franklin,135671.0,853
Everybody's Somebody's Fool,Connie Francis,135620.0,854
He'll Have To Stay,Jeanne Black,134362.0,855
Charlie Brown,The Coasters,134285.0,856
"A Little Bit Me, A Little Bit You",The Monkees,134259.0,857
Sheila,Tommy Roe,134135.0,858
"Sunshine, Lollipops And Rainbows",Lesley Gore,133740.0,859
Poor Little Fool,Ricky Nelson,132857.0,860
Misty,Johnny Mathis,132789.0,861
Mo-Onions,Booker T. & The MG's,132685.0,862
On A Carousel,The Hollies,132523.0,863
I Need Your Love Tonight,Elvis Presley With The Jordanaires,132514.0,864
Goin' Back,The Byrds,132513.0,865
Don't Forget To Remember,Bee Gees,132461.0,866
Bird Dog,The Everly Brothers,132305.0,867
Pushover,Etta James,132253.0,868
The Battle Of New Orleans,Johnny Horton,132109.0,869
The Beat Goes On,Sonny & Cher,131841.0,870
Where The Boys Are,Connie Francis,131251.0,871
Help The Poor,B.B. King,130263.0,872
Cool Jerk,The Capitols,130020.0,873
Early In The Morning,Buddy Holly,129691.0,874
To Sir With Love,Lulu,129466.0,875
Let It Be Me,The Everly Brothers,129419.0,876
The Dark End Of The Street,James Carr,129212.0,877
Darling Be Home Soon,The Lovin' Spoonful,129147.0,878
I Can Never Go Home Anymore,The Shangri-Las,129133.0,879
Good Lovin',The Young Rascals,129094.0,880
Beauty Is Only Skin Deep,The Temptations,129002.0,881
Walk Away Renee,Four Tops,128567.0,882
The Race Is On,George Jones,127765.0,883
Call Me Lightning,The Who,127614.0,884
Big Bad John,Jimmy Dean,127516.0,885
Look Through My Window,The Mamas & The Papas,127474.0,886
There's A Kind Of Hush,Herman's Hermits,127320.0,887
Polk Salad Annie,Tony Joe White,127219.0,888
It's Never Too Late,Steppenwolf,127025.0,889
Please Let Me Wonder,The Beach Boys,126945.0,890
Coal Miner's Daughter,Loretta Lynn,126772.0,891
Galveston,Glen Campbell,126545.0,892
I Thank You,Sam & Dave,126482.0,893
Big Boss Man,Jimmy Reed,126317.0,894
Hooked On A Feeling,B.J. Thomas,126136.0,895
Hats Off To Larry,Del Shannon,126123.0,896
Shakin' All Over,The Guess Who,125845.0,897
Laughing,The Guess Who,125716.0,898
Look-Ka Py Py,The Meters,125664.0,899
Look Through Any Window,The Hollies,125534.0,900
Patches,Clarence Carter,125409.0,901
Dedicated To The One I Love,The Shirelles,124881.0,902
Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,124846.0,903
Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,124761.0,904
Poison Ivy,The Coasters,124481.0,905
September In The Rain,Dinah Washington,124275.0,906
I Got Stung,Elvis Presley,124080.0,907
And When I Die,"Blood, Sweat & Tears",124028.0,908
He'll Have To Go,Jim Reeves,123603.0,909
House Of The Rising Sun,Frijid Pink,123595.0,910
Mr. Farmer,The Seeds,123404.0,911
A Beautiful Morning,The Rascals,123110.0,912
Hello Stranger,Barbara Lewis,123078.0,913
Secret Agent Man,Johnny Rivers,122745.0,914
Can't Get Used To Losing You,Andy Williams,122326.0,915
Unsquare Dance,The Dave Brubeck Quartet,122202.0,916
That's Where It's At,Sam Cooke,122118.0,917
Every Little Bit Hurts,Brenda Holloway,122068.0,918
Town Without Pity,Gene Pitney,122002.0,919
Don't Bring Me Down,The Animals,121989.0,920
You Send Me,Aretha Franklin,121892.0,921
I Will Follow Him,Little Peggy March,121796.0,922
If I Had A Hammer,Trini Lopez,121469.0,923
Homburg,Procol Harum,121010.0,924
Spanish Eyes,Al Martino,120985.0,925
(We Ain't Got) Nothin' Yet,Blues Magoos,120671.0,926
Call Me Irresponsible,Frank Sinatra,120549.0,927
"Laugh, Laugh",The Beau Brummels,120414.0,928
Come To Me,Otis Redding,120405.0,929
Saturday Night At The Movies,The Drifters,120283.0,930
Pride And Joy,Marvin Gaye,120146.0,931
Shilo,Neil Diamond,120114.0,932
Holly Holy,Neil Diamond,119640.0,933
Share The Land,The Guess Who,119550.0,934
Hey Love,Stevie Wonder,119053.0,935
Mean Mistreater,Grand Funk Railroad,118817.0,936
Share Your Love With Me,Aretha Franklin,118507.0,937
Friends,The Beach Boys,118368.0,938
When Something Is Wrong With My Baby,Sam & Dave,118356.0,939
Promised Land,Chuck Berry,117944.0,940
Eloise,Barry Ryan,117770.0,941
How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,117618.0,942
Valleri,The Monkees,117353.0,943
Tears On My Pillow,Little Anthony And The Imperials,116710.0,944
Crying Time,Ray Charles,116213.0,945
Candy Man,Roy Orbison,116158.0,946
Gentle On My Mind,Glen Campbell,115509.0,947
Pretty Little Angel Eyes,Curtis Lee,115493.0,948
Hip Hug-Her,Booker T. & The MG's,115453.0,949
Walkin' Back To Happiness,Helen Shapiro,115412.0,950
Walking The Dog,Rufus Thomas,115270.0,951
Break Away,The Beach Boys,114985.0,952
Strange,Patsy Cline,114660.0,953
Watermelon Man,Mongo Santamaria Band,114566.0,954
Stop The Wedding,Etta James,114556.0,955
Tennessee Waltz,Sam Cooke,114537.0,956
All I Really Want To Do,Cher,114270.0,957
This Bitter Earth,Dinah Washington,114179.0,958
Leavin' On Your Mind,Patsy Cline,114104.0,959
Falling,Roy Orbison,113893.0,960
People,Barbra Streisand,113811.0,961
Have I The Right?,The Honeycombs,113771.0,962
Vehicle,The Ides Of March,113550.0,963
White Lightning,George Jones,113488.0,964
Who'll Be The Next In Line,The Kinks,113309.0,965
Honey,Bobby Goldsboro,113176.0,966
I Got A Line On You,Spirit,112890.0,967
Sorry Suzanne,The Hollies,112644.0,968
Beechwood 4-5789,The Marvelettes,112252.0,969
Life,Sly & The Family Stone,112148.0,970
It Ain't Me Babe,The Turtles,111643.0,971
M'Lady,Sly & The Family Stone,111633.0,972
Shake,Sam Cooke,111470.0,973
Bang Bang (My Baby Shot Me Down),Cher,111451.0,974
Johnny B. Goode,Johnny Winter,111260.0,975
Kentucky Woman,Neil Diamond,111200.0,976
Yesterday,Ray Charles,111179.0,977
San Franciscan Nights,Eric Burdon & The Animals,111165.0,978
Limbo Rock,Chubby Checker,111131.0,979
Mr. Bojangles,Nitty Gritty Dirt Band,110925.0,980
Return To Me,Dean Martin,110915.0,981
It Won't Be Wrong,The Byrds,110838.0,982
The Shoop Shoop Song (It's In His Kiss),Betty Everett,110467.0,983
