,song,artist,sum,count,lastfm_count
465,Having A Party,Sam Cooke,601,15,287863.0
466,Happy Together,The Turtles,277,15,2316510.0
467,Just Like Me,Paul Revere & The Raiders Featuring Mark Lindsay,483,15,73716.0
468,Jingle Bell Rock,Bobby Helms,875,15,1021093.0
469,Johnny Angel,Shelley Fabares,253,15,67163.0
470,"Julie, Do Ya Love Me",Bobby Sherman,328,15,19394.0
471,Just A Dream,Jimmy Clanton And His Rockets,277,15,32733.0
472,Baby (You've Got What It Takes),Dinah Washington & Brook Benton,392,15,5887.0
473,Just Keep It Up,Dee Clark,565,15,6670.0
474,What'd I Say (Part I & II),Ray Charles and his Orchestra,435,15,0.0
475,Wichita Lineman,Glen Campbell,281,15,405100.0
476,What Kind Of Fool Am I,Sammy Davis Jr.,656,15,21883.0
477,La - La - Means I Love You,The Delfonics,387,15,1138.0
478,La Bamba,Ritchie Valens,668,15,669816.0
479,Last Kiss,J. Frank Wilson and The Cavaliers,307,15,59224.0
480,Good Timin',Jimmy Jones,380,15,56817.0
481,Last Train To Clarksville,The Monkees,263,15,409992.0
482,Can't Get Used To Losing You,Andy Williams,340,15,122326.0
483,Jennifer Tomkins,Street People,801,15,1874.0
484,Groovy Situation,Gene Chandler,559,15,31000.0
485,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,274,15,11877.0
486,Where The Boys Are,Connie Francis,351,15,131251.0
487,It's Time To Cry,Paul Anka,410,15,11718.0
488,Call Me,Johnny Mathis,632,15,1256.0
489,It's Gonna Work Out Fine,Ike & Tina Turner,729,15,45873.0
490,Whole Lotta Love,Led Zeppelin,313,15,5650518.0
491,Gypsy Woman,The Impressions,666,15,40611.0
492,Whole Lotta Loving,Fats Domino,374,15,52229.0
493,Baby It's You,Smith,438,15,403535.0
494,It's A Shame,The Spinners,592,15,278073.0
495,It Will Stand,The Showmen,1136,15,12306.0
496,It Must Be Him,Vikki Carr,444,15,30846.0
497,Hair,The Cowsills,299,15,89555.0
498,Indiana Wants Me,R. Dean Taylor,328,15,54123.0
499,(There Was A) Tall Oak Tree,Dorsey Burnette,738,15,725.0
500,Too Weak To Fight,Clarence Carter,508,15,31326.0
501,Cherry Hill Park,Billy Joe Royal,566,15,18989.0
502,Run To Him,Bobby Vee,261,15,60096.0
503,The Lion Sleeps Tonight,The Tokens,275,15,332303.0
504,Quarter To Three,U.S. Bonds,367,15,631.0
505,Rainy Night In Georgia/Rubberneckin',Brook Benton,414,15,0.0
506,Reach Out I'll Be There,Four Tops,325,15,454455.0
507,Enchanted,The Platters,518,15,48125.0
508,Reflections Of My Life,The Marmalade,436,15,138413.0
509,Ride Captain Ride,Blues Image,368,15,106771.0
510,Roses Are Red (My Love),Bobby Vinton,206,15,58154.0
511,Duke Of Earl,Gene Chandler,322,15,235349.0
512,Down By The Station,The Four Preps,526,15,5119.0
513,Cry Like A Baby,The Box Tops,299,15,67270.0
514,The Diary,Neil Sedaka,578,15,20463.0
515,The Day The Rains Came,Jane Morgan,558,15,61942.0
516,Sandy,Larry Hall,536,15,4620.0
517,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,879,15,307.0
518,Dreamin',Johnny Burnette,458,15,96029.0
519,Crying Time,Ray Charles,528,15,116213.0
520,Downtown,Petula Clark,250,15,895928.0
521,Everybody Loves Somebody,Dean Martin,242,15,396924.0
522,Pussy Cat,The Ames Brothers,574,15,84.0
523,Hey Paula,Paul and Paula,303,15,100952.0
524,Everything Is Beautiful,Ray Stevens,305,15,32949.0
525,Expressway (To Your Heart),Soul Survivors,371,15,1227.0
526,The Old Lamplighter,The Browns featuring Jim Edward Brown,455,15,0.0
527,Petite Fleur (Little Flower),Chris Barber's Jazz Band,493,15,805.0
528,"Corinna, Corinna",Ray Peterson,525,15,28815.0
529,96 Tears,? (Question Mark) & The Mysterians,251,15,363846.0
530,Express Yourself,Charles Wright And The Watts 103rd Street Rhythm Band,514,15,5226.0
531,Playboy,The Marvelettes,454,15,65610.0
532,The Mountain's High,Dick and DeeDee,509,15,13740.0
533,Get On Up,The Esquires,528,15,18928.0
534,The Monkey Time,Major Lance,504,15,42113.0
535,Poor Side Of Town,Johnny Rivers,345,15,28216.0
536,Cracklin' Rosie,Neil Diamond,255,15,329822.0
537,The Look Of Love,Dusty Springfield,878,15,518211.0
538,Pretty Girls Everywhere,Eugene Church and The Fellows,884,15,250.0
539,Evil Woman Don't Play Your Games With Me,CROW,623,15,1662.0
540,Cradle Of Love,Johnny Preston,388,15,22033.0
541,Problems,The Everly Brothers,347,15,58472.0
542,Down On The Corner/Fortunate Son,Creedence Clearwater Revival,331,15,0.0
543,Crystal Blue Persuasion,Tommy James And The Shondells,285,15,239686.0
544,Party Lights,Claudine Clark,517,15,33877.0
545,Take A Letter Maria,R.B. Greaves,297,15,38814.0
546,Spooky,Classics IV,343,15,170222.0
547,Tall Paul,Annette With The Afterbeats,488,15,265.0
548,Stairway To Heaven,Neil Sedaka,600,15,40487.0
549,Take Good Care Of My Baby,Bobby Vee,346,15,222033.0
550,Step By Step,The Crests,629,15,34789.0
551,Still,Bill Anderson,511,15,40996.0
552,Stormy,Classics IV Featuring Dennis Yost,395,15,641.0
553,A Million To One,Jimmy Charles and The Revelletts,439,15,8803.0
554,Strangers In The Night,Frank Sinatra,380,15,1608383.0
555,She Loves You,The Beatles,180,15,3326929.0
556,Sugar Shack,Jimmy Gilmer And The Fireballs,197,15,7706.0
557,Delilah,Tom Jones,583,15,395630.0
558,Sweet Soul Music,Arthur Conley,344,15,306008.0
559,Sunny,Bobby Hebb,426,15,455757.0
560,Blame It On The Bossa Nova,Eydie Gorme,421,15,17714.0
561,"Sweet Cream Ladies, Forward March",The Box Tops,720,15,12499.0
562,Deep Purple,Nino Tempo & April Stevens,378,15,33432.0
563,A Lover's Concerto,The Toys,453,15,69556.0
564,Spirit In The Sky,Norman Greenbaum,242,15,1820306.0
565,Tallahassee Lassie,Freddy Cannon,475,15,50298.0
566,Soul Serenade,Willie Mitchell,576,15,6236.0
567,Soul Man,Sam & Dave,376,15,756541.0
568,She's A Fool,Lesley Gore,397,15,37073.0
569,She's Not There,The Zombies,324,15,1189317.0
570,Don't Worry,Marty Robbins,309,15,24149.0
571,Don't Hang Up,The Orlons,407,15,23194.0
572,Dance To The Music,Sly & The Family Stone,378,15,652142.0
573,Dance With Me,The Drifters,612,15,52164.0
574,Skinny Legs And All,Joe Tex,499,15,25434.0
575,A Hundred Pounds Of Clay,Gene McDaniels,343,15,14686.0
576,Dizzy,Tommy Roe,262,15,162502.0
577,Small World,Johnny Mathis,747,15,11290.0
578,Blowin' In The Wind,"Peter, Paul & Mary",372,15,91576.0
579,Smoky Places,The Corsairs Featuring Jay Bird Uzzell,585,15,0.0
580,A Teenager In Love,Dion & The Belmonts,330,15,288224.0
581,So Much In Love,The Tymes,359,15,42834.0
582,A Taste Of Honey,Martin Denny and His Orchestra,959,15,38.0
583,Somebody To Love,Jefferson Airplane,520,15,4183522.0
584,Soul Finger,Bar-Kays,668,15,278571.0
585,All Alone Am I,Brenda Lee,317,15,69231.0
586,Poetry In Motion,Johnny Tillotson,304,15,268937.0
587,Come A Little Bit Closer,Jay & The Americans,439,15,193498.0
588,American Woman/No Sugar Tonight,The Guess Who,208,15,1.0
589,Too Busy Thinking About My Baby,Marvin Gaye,319,15,231379.0
590,Forty Miles Of Bad Road,Duane Eddy And The Rebels,446,15,44332.0
591,(You Keep Me) Hangin' On,Joe Simon,750,15,3272.0
592,Moody River,Pat Boone,380,15,48882.0
593,More,Kai Winding & Orchestra,538,15,8528.0
594,More Today Than Yesterday,Spiral Starecase,519,15,94559.0
595,Time Won't Let Me,The Outsiders,544,15,79509.0
596,Forget Me Not,Kalin Twins,664,15,656.0
597,Come And Get It,Badfinger,465,15,247094.0
598,Tighten Up,Archie Bell & The Drells,289,15,266969.0
599,Mr. Lonely,Bobby Vinton,225,15,165802.0
600,My Baby Loves Lovin',White Plains,528,15,63378.0
601,Alvin's Harmonica,David Seville And The Chipmunks,568,15,385.0
602,My Girl Josephine,Fats Domino,538,15,42865.0
603,My Guy,Mary Wells,221,15,657619.0
604,Suspicious Minds,Elvis Presley,305,15,2123317.0
605,Among My Souvenirs,Connie Francis,479,15,69538.0
606,"For What It's Worth (Stop, Hey What's That Sound)",The Buffalo Springfield,466,15,4890.0
607,Frankie,Connie Francis,424,15,48661.0
608,Cherry Pie,Skip And Flip,562,15,7165.0
609,"Turn Around, Look At Me",The Vogues,388,15,27452.0
610,Believe Me,Royal Teens,701,15,931.0
611,Angela Jones,Johnny Ferguson,836,15,1187.0
612,Mama Told Me (Not To Come),Three Dog Night,255,15,215796.0
613,Treasure Of Your Love,Eileen Rodgers,854,15,200.0
614,Funky Broadway Part I,Dyke And The Blazers,1232,15,1342.0
615,Matilda,Cookie And His Cupcakes,1046,15,1802.0
616,Mendocino,Sir Douglas Quintet,842,15,37104.0
617,Mexican Hat Rock,The Applejacks,589,15,1576.0
618,Mexico,Bob Moore and His Orch.,497,15,1.0
619,Midnight Confessions,The Grass Roots,350,15,235973.0
620,Midnight Cowboy,Ferrante & Teicher,479,15,20619.0
621,Missing You,Ray Peterson,820,15,2838.0
622,Cinnamon,Derek,452,15,4519.0
623,"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,669,15,2299.0
624,Hey! Baby,Bruce Channel,303,15,106554.0
625,01-02-2003,Len Barry,417,15,0.0
626,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,210,15,402.0
627,Nobody But Me,The Human Beinz,506,15,306347.0
628,Foot Stomping - Part 1,The Flares,712,15,27.0
629,Come To Me,Marv Johnson,803,15,25630.0
630,Palisades Park,Freddy Cannon,323,15,73422.0
631,Come On Down To My Boat,Every Mothers' Son,408,15,21932.0
632,All I Could Do Was Cry,Etta James,819,15,195966.0
633,Alley-Oop,Hollywood Argyles,290,15,2895.0
634,Fingertips - Pt 2,Little Stevie Wonder,317,15,21.0
635,Alone At Last,Jackie Wilson,439,15,6136.0
636,Over The Rainbow,The Demensions,649,15,1953.0
637,Need You,Donnie Owens,708,15,800.0
638,"Oh, Pretty Woman",Roy Orbison And The Candy Men,201,15,214.0
639,Almost Persuaded,David Houston,667,15,40130.0
640,Blue Velvet,Bobby Vinton,282,15,447404.0
641,Five O'Clock World,The Vogues,342,14,180913.0
642,Friendship Train,Gladys Knight And The Pips,510,14,24377.0
643,Hello Stranger,Barbara Lewis,386,14,123078.0
644,Fool #1,Brenda Lee,320,14,11144.0
645,Friday On My Mind,The Easybeats,564,14,666722.0
646,"Goodbye Jimmy, Goodbye",Kathy Linden,509,14,582.0
647,Come See About Me,The Supremes,178,14,273310.0
648,Devoted To You,The Everly Brothers,375,14,88180.0
649,Didn't I (Blow Your Mind This Time),The Delfonics,472,14,207029.0
650,Clap Your Hands,The Beau-Marks,952,14,1154.0
651,Cowboys To Girls,The Intruders,323,14,64669.0
652,"Happy Birthday, Sweet Sixteen",Neil Sedaka,324,14,43946.0
653,"Help Me, Rhonda",The Beach Boys,321,14,412781.0
654,Dead Man's Curve,Jan & Dean,367,14,68223.0
655,Cottage Cheese,CROW,981,14,1128.0
656,California Nights,Lesley Gore,542,14,20703.0
657,Glad All Over,The Dave Clark Five,355,14,93597.0
658,Feel So Fine,Johnny Preston,650,14,3326.0
659,Funny How Time Slips Away,Jimmy Elledge,705,14,2232.0
660,Hey Little Cobra,The Rip Chords,361,14,18040.0
661,Dear One,Larry Finnegan,603,14,4573.0
662,Gee Whiz (Look At His Eyes),Carla Thomas,492,14,53534.0
663,Girl Watcher,The O'Kaysions,373,14,18993.0
664,Can't Help Falling In Love,Elvis Presley With The Jordanaires,238,14,1940795.0
665,"Face It Girl, It's Over",Nancy Wilson,758,14,3581.0
666,Cherish,The Association,266,14,162389.0
667,Heat Wave,Martha & The Vandellas,327,14,56920.0
668,Cast Your Fate To The Wind,Sounds Orchestral,431,14,29255.0
669,Dancing In The Street,Martha & The Vandellas,281,14,655836.0
670,Go Now!,The Moody Blues,552,14,20237.0
671,Happy-Go-Lucky-Me,Paul Evans,567,14,9005.0
672,Cry Baby,Garnet Mimms & The Enchanters,419,14,18739.0
673,Come Into My Heart,Lloyd Price and His Orchestra,564,14,0.0
674,"Easy Come, Easy Go",Bobby Sherman,390,14,17554.0
675,Hang On Sloopy,The McCoys,329,14,371748.0
676,Forever,The Little Dippers,408,14,1954.0
677,Hawaii Five-O,The Ventures,552,14,203382.0
678,Eli's Coming,Three Dog Night,303,14,66024.0
679,Good Lovin',The Young Rascals,311,14,129094.0
680,Everybody,Tommy Roe,308,14,24016.0
681,Goin' Out Of My Head,Little Anthony And The Imperials,315,14,57522.0
682,Crying In The Chapel,Elvis Presley With The Jordanaires,306,14,377852.0
683,For The Love Of Him,Bobbi Martin,493,14,6436.0
684,Fancy,Bobbie Gentry,716,14,50510.0
685,Cupid,Johnny Nash,764,14,44541.0
686,Foolish Little Girl,The Shirelles,427,14,52786.0
687,For Once In My Life,Stevie Wonder,221,14,1181266.0
688,Daddy's Home,Shep And The Limelites,354,14,3579.0
689,Don't You Care,The Buckinghams,461,14,41176.0
690,Good Vibrations,The Beach Boys,259,14,2643834.0
691,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,408,14,6545.0
692,Don't Bet Money Honey,Linda Scott,463,14,6371.0
693,Candy Man,Roy Orbison,675,14,116158.0
694,Go Back,Crabby Appleton,752,14,22265.0
695,Caribbean,Mitchell Torok,688,14,1822.0
696,Classical Gas,Mason Williams,356,14,229711.0
697,Fortuneteller,Bobby Curtola,835,14,2767.0
698,Come On Little Angel,The Belmonts,728,14,4705.0
699,Crossfire,Johnny And The Hurricanes,672,14,12657.0
700,Bus Stop,The Hollies,451,14,646724.0
701,Cool Jerk,The Capitols,395,14,130020.0
702,'Til,The Angels,690,14,3774.0
703,Hey There Lonely Girl,Eddie Holman,311,14,74255.0
704,The Ballad Of Bonnie And Clyde,Georgie Fame,301,14,14142.0
705,Sweet Inspiration,The Sweet Inspirations,536,14,13407.0
706,Sweet Pea,Tommy Roe,450,14,58418.0
707,Ta Ta,Clyde McPhatter,663,14,2307.0
708,Take Good Care Of Her,Adam Wade,347,14,6343.0
709,Take Time To Know Her,Percy Sledge,431,14,54636.0
710,Tell It Like It Is,Aaron Neville,268,14,369339.0
711,Tell Laura I Love Her,Ray Peterson,406,14,92178.0
712,Tell Mama,Etta James,699,14,266726.0
713,Tell Me,Dick and DeeDee,620,14,1823.0
714,Thank You Pretty Baby,Brook Benton,494,14,8244.0
715,That's All You Gotta Do,Brenda Lee,441,14,24504.0
716,The Bells,The Originals,514,14,56343.0
717,The Night Has A Thousand Eyes,Bobby Vee,296,14,136935.0
718,The Birds And The Bees,Jewel Akens,344,14,62513.0
719,The Children's Marching Song (Nick Nack Paddy Whack),Mitch Miller and his Sing Along With Mitch Chorus,511,14,14.0
720,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,527,14,0.0
721,The Clouds,The Spacemen,853,14,826.0
722,The Duck,Jackie Lee,508,14,13543.0
723,The Eyes Of A New York Woman,B.J. Thomas,710,14,6047.0
724,The Funky Judge,Bull & The Matadors,954,14,2667.0
725,The Horse,Cliff Nobles & Co.,279,14,13094.0
726,The Lonely Bull (El Solo Torro),The Tijuana Brass,388,14,12.0
727,The Look Of Love,Sergio Mendes & Brasil '66,339,14,70811.0
728,The More I See You,Chris Montez,629,14,74108.0
729,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,266,14,9177.0
730,Surfer Girl,The Beach Boys,345,14,639672.0
731,Sukiyaki,Kyu Sakamoto,244,14,148310.0
732,Strange I Know,The Marvelettes,952,14,20896.0
733,Sealed With A Kiss,Gary Lewis And The Playboys,591,14,945.0
734,See You In September,The Happenings,342,14,55515.0
735,See You In September,The Tempos,756,14,17544.0
736,She Cried,Jay & The Americans,370,14,30455.0
737,She Say (Oom Dooby Doom),The Diamonds,520,14,1522.0
738,Sheila,Tommy Roe,293,14,134135.0
739,Sherry,The 4 Seasons,217,14,37576.0
740,Shilo,Neil Diamond,627,14,120114.0
741,Shotgun,Jr. Walker & The All Stars,352,14,285470.0
742,Shout! Shout! (Knock Yourself Out),Ernie Maresca,474,14,5199.0
743,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,241,14,456506.0
744,Silence Is Golden,The Tremeloes,476,14,442322.0
745,Simon Says,1910 Fruitgum Co.,325,14,72765.0
746,Sky Pilot (Part One),Eric Burdon & The Animals,492,14,2517.0
747,Slow Twistin',Chubby Checker (with Dee Dee Sharp),265,14,57.0
748,Smile A Little Smile For Me,The Flying Machine,311,14,35219.0
749,Soldier Boy,The Shirelles,200,14,99302.0
750,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,568,14,7521.0
751,Somebody's Been Sleeping,100 Proof Aged in Soul,448,14,12287.0
752,Soul Deep,The Box Tops,626,14,28810.0
753,Stand By Me,Ben E. King,353,14,2744255.0
754,Stand By Your Man,Candi Staton,653,14,25235.0
755,Still Water (Love),Four Tops,415,14,93232.0
756,The Name Game,Shirley Ellis,415,14,41854.0
757,The Nitty Gritty,Shirley Ellis,460,14,11109.0
758,Holly Holy,Neil Diamond,317,14,119640.0
759,Who's Making Love,Johnnie Taylor,219,14,96579.0
760,Walking To New Orleans,Fats Domino,335,14,96774.0
761,Washington Square,The Village Stompers,327,14,17595.0
762,Water Boy,Don Shirley Trio,860,14,812.0
763,Welfare Cadilac,Guy Drake,1066,14,35.0
764,Westbound #9,The Flaming Ember,605,14,5565.0
765,What Kind Of Fool (Do You Think I Am),The Tams,561,14,11425.0
766,When I Fall In Love,The Lettermen,372,14,30832.0
767,Where Did Our Love Go,The Supremes,216,14,614672.0
768,Where Have All The Flowers Gone,The Kingston Trio,658,14,71257.0
769,White On White,Danny Williams,464,14,4953.0
770,White Silver Sands,Bill Black's Combo,343,14,5353.0
771,Why Do I Love You So,Johnny Tillotson,839,14,9283.0
772,"The Sly, Slick, And The Wicked",The Lost Generation,736,14,1475.0
773,Will You Be Staying After Sunday,The Peppermint Rainbow,877,14,7096.0
774,Windy,The Association,172,14,297043.0
775,With The Wind And The Rain In Your Hair,Pat Boone,655,14,689.0
776,Wives And Lovers,Jack Jones,497,14,167929.0
777,Wonderland By Night,Louis Prima,608,14,773.0
778,"Yes, I'm Ready",Barbara Mason,447,14,48475.0
779,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,373,14,270574.0
780,You Can't Sit Down,The Dovells,324,14,15513.0
781,You're The Reason I'm Living,Bobby Darin,301,14,21520.0
782,Your Good Thing (Is About To End),Lou Rawls,576,14,12178.0
783,Yummy Yummy Yummy,Ohio Express,349,14,144783.0
784,Walking The Dog,Rufus Thomas,455,14,115270.0
785,Venus,The Shocking Blue,217,14,641612.0
786,Utopia,Frank Gari,739,14,414.0
787,Uptight (Everything's Alright),Stevie Wonder,510,14,648792.0
788,The Son Of Hickory Holler's Tramp,O.C. Smith,722,14,2145.0
789,The Sound Of Silence,Simon & Garfunkel,322,14,7006004.0
790,The Thrill Is Gone,B.B. King,584,14,1344543.0
791,The Wah Watusi,The Orlons,338,14,10848.0
792,The Way I Walk,Jack Scott,851,14,42952.0
793,Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,420,14,1754.0
794,There's A Moon Out Tonight,The Capris,420,14,52180.0
795,These Boots Are Made For Walkin',Nancy Sinatra,257,14,803381.0
796,These Eyes,The Guess Who,380,14,392290.0
797,This Bitter Earth,Dinah Washington,747,14,114179.0
798,This Guy's In Love With You,Herb Alpert,202,14,66238.0
799,This Magic Moment,Jay & The Americans,429,14,84546.0
800,Those Were The Days,Mary Hopkin,238,14,160698.0
801,"Tighter, Tighter",Alive & Kicking,360,14,10738.0
802,Time Has Come Today,The Chambers Brothers,557,14,172741.0
803,Tonight I Fell In Love,The Tokens,635,14,15357.0
804,Torture,Kris Jensen,675,14,6461.0
805,Tracy's Theme,Spencer Ross,497,14,3457.0
806,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,272,14,1185659.0
807,Twenty-Five Miles,Edwin Starr,498,14,63392.0
808,Twistin' Matilda (and the channel),Jimmy Soul,623,14,935.0
809,Under The Boardwalk,The Drifters,321,14,544608.0
810,Up On Cripple Creek,The Band,571,14,668220.0
811,Sealed With A Kiss,Brian Hyland,355,14,191767.0
812,Sea Of Heartbreak,Don Gibson,641,14,70980.0
813,Scarlet Ribbons (For Her Hair),The Browns,516,14,5667.0
814,Land Of 1000 Dances,Cannibal And The Headhunters,740,14,12760.0
815,It's Your Thing,The Isley Brothers,266,14,578666.0
816,Itchy Twitchy Feeling,Bobby Hendricks,678,14,3624.0
817,Jam Up Jelly Tight,Tommy Roe,421,14,3564.0
818,Jean,Oliver,270,14,10210.0
819,Jimmy Mack,Martha & The Vandellas,434,14,219142.0
820,Johnny Get Angry,Joanie Sommers,452,14,25513.0
821,Just For Old Time's Sake,The McGuire Sisters,618,14,950.0
822,Just One Look,Doris Troy,542,14,146435.0
823,Keep Searchin' (We'll Follow The Sun),Del Shannon,437,14,46508.0
